"Full Name","Birth Date","Death Date","Cemetery Name","Section","Plot","Inscription"
"Emilie Weber","11/28/1907","11/20/1930","City Cemetery No. 1","X","23",""
"Teresa Vásquez","09/25/1926","11/26/1958","San Fernando Cemetery No. 2","Z","7",""
"Joseph Green","01/15/1912","10/02/1947","National Cemetery (Fort Sam Houston)","E","57",""
"Emil Schwarz","12/17/1872","04/08/1927","Mission Burial Park","N","170",""
"Mabel Green","06/15/1808","01/14/1890","National Cemetery (Fort Sam Houston)","T","106",""
"Edith Anderson","08/15/1874","12/15/1895","San Fernando Cemetery No. 2","X","26",""
"Wilhelmine Weber","11/28/1866","06/11/1891","City Cemetery No. 1","O","174",""
"Bruno Schroeder","09/09/1881","10/22/1929","Mission Burial Park","I","68","Geliebter Vater und Gatte"
"Frieda Fischer","01/21/1808","02/10/1889","Mission Burial Park","D","193","Called home too soon"
"Elizabeth Miller","06/21/1867","09/15/1901","Confederate Cemetery","Y","137",""
"Olga Bergmann","01/28/1819","10/15/1907","San Fernando Cemetery No. 2","H","164",""
"Louisa Klein","08/19/1843","05/09/1915","City Cemetery No. 1","A","195",""
"Ida Schäfer","04/05/1879","01/03/1954","National Cemetery (Fort Sam Houston)","K","123",""
"Karl Bauer","12/06/1847","08/12/1924","National Cemetery (Fort Sam Houston)","W","172","Con Dios"
"Gerhard Schmitt","03/19/1921","04/23/1945","San Fernando Cemetery No. 1","K","144",""
"Esperanza Reyes","07/28/1848","03/10/1879","Mission Burial Park","L","18",""
"Consuelo Chávez","04/10/1873","07/01/1952","City Cemetery No. 1","Z","99",""
"Elvira Sánchez","09/10/1829","12/21/1894","Mission Burial Park","C","161",""
"Bertha Brown","06/01/1884","02/15/1904","San Fernando Cemetery No. 2","F","20",""
"Heinrich Krüger","05/27/1907","05/04/1956","City Cemetery No. 1","V","123",""
"Ethel Carter","08/10/1839","04/23/1921","San Fernando Cemetery No. 1","X","33",""
"Francisca Moreno","01/26/1890","11/08/1935","San Fernando Cemetery No. 2","N","163",""
"Elvira Vásquez","07/13/1896","03/04/1940","Confederate Cemetery","O","32",""
"Walter Fischer","04/09/1780","03/11/1850","San Fernando Cemetery No. 2","Z","9","In loving memory"
"Hermann Hoffmann","02/07/1903","10/18/1928","Mission Burial Park","O","109",""
"Lena Werner","10/03/1775","02/16/1852","City Cemetery No. 1","E","163",""
"Elena Martínez","06/03/1877","03/07/1928","Confederate Cemetery","J","102",""
"Florencio Vásquez","07/08/1864","01/04/1954","Confederate Cemetery","Y","33",""
"Adolph Werner","06/19/1870","07/20/1932","San Fernando Cemetery No. 2","U","47",""
"Edward Nelson","01/07/1836","05/20/1861","National Cemetery (Fort Sam Houston)","K","1",""
"Josefa Morales","11/09/1900","05/25/1956","National Cemetery (Fort Sam Houston)","M","124","En la memoria de todos"
"María Gutiérrez","05/12/1882","04/08/1910","City Cemetery No. 1","M","188",""
"Ludwig Zimmermann","02/04/1891","04/05/1956","City Cemetery No. 1","W","151",""
"Gertrud Becker","05/01/1837","03/28/1858","National Cemetery (Fort Sam Houston)","K","74",""
"Karl Neumann","06/17/1787","01/23/1874","San Fernando Cemetery No. 1","B","26",""
"Kathleen Walsh","02/03/1815","10/03/1876","City Cemetery No. 1","H","111",""
"Friedrich Schroeder","08/04/1862","09/03/1952","San Fernando Cemetery No. 1","T","172",""
"Bertha Koch","07/21/1921","08/27/1947","National Cemetery (Fort Sam Houston)","U","1","Descanse en paz"
"Katharina Weidemann","05/06/1886","12/03/1953","Mission Burial Park","X","51","Gone but not forgotten"
"Pedro Chávez","12/01/1830","11/23/1892","Mission Burial Park","K","36","Faithful servant of God"
"James Jackson","06/03/1869","08/02/1902","City Cemetery No. 1","K","190",""
"Ernesto Chávez","03/05/1795","04/28/1881","San Fernando Cemetery No. 2","E","72","Im Frieden des Herrn"
"Brendan Kelly","07/05/1868","03/02/1935","Mission Burial Park","A","25",""
"Sarah Brown","05/07/1859","04/09/1947","San Fernando Cemetery No. 2","S","26","Until we meet again"
"Karl Lehmann","06/27/1825","03/08/1877","Confederate Cemetery","V","73",""
"Ernesto Gutiérrez","07/26/1872","05/20/1948","San Fernando Cemetery No. 1","F","68",""
"Pedro López","07/25/1892","10/12/1943","Confederate Cemetery","U","172",""
"Ethel Scott","03/20/1857","09/21/1923","Confederate Cemetery","H","92",""
"Esperanza Vásquez","10/28/1839","06/27/1901","San Fernando Cemetery No. 1","I","125",""
"Florencio Cruz","07/10/1858","09/02/1931","San Fernando Cemetery No. 1","I","122",""
"Tomás Treviño","07/14/1816","05/15/1870","Mission Burial Park","K","171",""
"Walter Meyer","06/24/1857","11/25/1947","San Fernando Cemetery No. 2","E","75",""
"Lillie Martin","06/16/1892","03/10/1925","San Fernando Cemetery No. 1","F","165",""
"Edith Baker","05/07/1869","09/08/1930","Mission Burial Park","J","106",""
"Mathilde Mueller","03/10/1814","02/13/1902","National Cemetery (Fort Sam Houston)","P","152",""
"Ida Nelson","06/28/1902","02/14/1934","San Fernando Cemetery No. 2","V","129","Auf Wiedersehen"
"Wilhelmine Lange","01/16/1858","02/01/1909","San Fernando Cemetery No. 2","P","34",""
"Feliciano García","08/18/1788","05/18/1862","Mission Burial Park","A","143",""
"Miguel Sánchez","04/19/1796","02/10/1866","City Cemetery No. 1","Z","198",""
"Johann Werner","12/10/1855","11/06/1924","City Cemetery No. 1","Y","104",""
"Olga Meyer","01/07/1887","10/28/1945","Confederate Cemetery","S","68",""
"Kathleen Kelly","12/10/1863","07/23/1932","National Cemetery (Fort Sam Houston)","O","23",""
"Walter Hartmann","04/20/1858","04/07/1920","San Fernando Cemetery No. 1","B","27",""
"Feliciano Martínez","10/20/1813","07/25/1864","City Cemetery No. 1","X","150","Beloved husband and father"
"Carlos Morales","11/26/1829","11/14/1910","San Fernando Cemetery No. 2","V","71",""
"Tomás Ortiz","07/16/1832","12/02/1861","National Cemetery (Fort Sam Houston)","G","10","Ruhe in Frieden"
"Francisca García","01/02/1856","10/21/1886","City Cemetery No. 1","U","42",""
"Walter Steinemann","01/24/1814","02/13/1903","San Fernando Cemetery No. 1","T","155","Hier ruht in Gott"
"Seamus Walsh","09/09/1856","12/11/1914","San Fernando Cemetery No. 2","B","54",""
"Ignacio Pérez","09/13/1866","10/04/1912","San Fernando Cemetery No. 1","C","83",""
"William Nelson","12/04/1876","02/07/1913","National Cemetery (Fort Sam Houston)","V","80",""
"Eileen Flanagan","03/17/1889","11/28/1909","National Cemetery (Fort Sam Houston)","Z","168","Beloved husband and father"
"Albert Mitchell","08/23/1893","05/11/1930","San Fernando Cemetery No. 1","Y","156",""
"Frank Martin","04/20/1824","05/28/1898","San Fernando Cemetery No. 1","H","142",""
"Arthur Taylor","02/26/1860","02/22/1928","National Cemetery (Fort Sam Houston)","J","44",""
"Juan Rodríguez","04/11/1878","04/03/1940","San Fernando Cemetery No. 1","N","153",""
"Josefa Domínguez","06/06/1856","05/27/1920","City Cemetery No. 1","F","194",""
"Mary Jones","12/26/1849","06/10/1931","San Fernando Cemetery No. 1","W","120",""
"Else Neumann","09/19/1839","07/13/1895","National Cemetery (Fort Sam Houston)","H","15","Faithful servant of God"
"Gertrud Klein","04/12/1836","06/22/1907","City Cemetery No. 1","Y","130",""
"Eamon O'Connor","07/13/1903","02/15/1942","San Fernando Cemetery No. 2","Y","168",""
"José Fuentes","05/28/1822","11/02/1852","Mission Burial Park","I","29",""
"Clarence Wright","12/17/1878","03/09/1903","Confederate Cemetery","Y","27",""
"Walter Klein","02/16/1865","10/02/1919","San Fernando Cemetery No. 2","R","37","Descanse en paz"
"Karl Weber","04/05/1857","11/06/1894","National Cemetery (Fort Sam Houston)","E","47","In loving memory"
"Conrad Koch","06/20/1916","03/17/1960","National Cemetery (Fort Sam Houston)","T","77","Ruhe in Frieden"
"Eugene Moore","04/12/1873","10/26/1907","San Fernando Cemetery No. 1","W","30",""
"Feliciano Salinas","03/06/1798","06/25/1874","Mission Burial Park","Q","152","At rest with the Lord"
"Frieda Krüger","09/02/1857","11/12/1939","National Cemetery (Fort Sam Houston)","Y","119",""
"James Mitchell","10/10/1826","01/10/1859","Mission Burial Park","K","63",""
"Alice Nelson","11/09/1915","09/25/1947","City Cemetery No. 1","P","143",""
"Robert Young","11/18/1769","03/03/1854","National Cemetery (Fort Sam Houston)","H","6",""
"Hedwig Krüger","08/18/1891","01/22/1940","National Cemetery (Fort Sam Houston)","Y","30",""
"Harold Baker","12/13/1891","08/09/1941","National Cemetery (Fort Sam Houston)","S","4",""
"Rafael Herrera","12/25/1891","06/19/1950","San Fernando Cemetery No. 1","R","195",""
"Helen King","12/10/1879","10/21/1905","City Cemetery No. 1","E","134",""
"Josefa López","04/08/1821","06/14/1899","Confederate Cemetery","Y","70",""
"Concepción Torres","07/22/1858","07/03/1906","National Cemetery (Fort Sam Houston)","C","77",""
"Consuelo Martínez","12/13/1834","05/07/1915","National Cemetery (Fort Sam Houston)","T","42",""
"Elena Ramos","06/26/1906","08/28/1949","San Fernando Cemetery No. 1","R","73",""
"Carlos Rivera","01/09/1857","05/17/1877","San Fernando Cemetery No. 1","O","182","Faithful servant of God"
"Francisca Pérez","08/10/1831","09/11/1891","National Cemetery (Fort Sam Houston)","A","99","Amado esposo y padre"
"Esperanza Castillo","04/25/1844","06/15/1871","San Fernando Cemetery No. 2","H","169","Im Frieden des Herrn"
"Esperanza Reyes","03/17/1870","02/11/1958","Confederate Cemetery","H","12",""
"Petra Molina","08/06/1842","12/20/1873","San Fernando Cemetery No. 1","P","76",""
"Mary Taylor","03/04/1772","07/15/1861","City Cemetery No. 1","V","62",""
"Dolores Fuentes","03/27/1911","01/13/1959","City Cemetery No. 1","Y","9",""
"Pedro González","01/06/1823","09/25/1888","San Fernando Cemetery No. 2","B","108","Siempre en nuestros corazones"
"Hermann Becker","10/16/1815","10/08/1897","San Fernando Cemetery No. 1","T","16","At rest with the Lord"
"Gustav Klein","06/13/1819","07/05/1862","Mission Burial Park","W","174",""
"Adolph Bauer","10/20/1849","05/01/1926","San Fernando Cemetery No. 2","H","1",""
"Edith Jones","11/21/1876","04/03/1945","Confederate Cemetery","O","137",""
"Guadalupe Moreno","12/04/1936","04/15/1957","National Cemetery (Fort Sam Houston)","J","194",""
"Frieda Weidemann","07/14/1777","11/15/1860","Mission Burial Park","N","88","Until we meet again"
"Ida Fischer","09/03/1826","01/26/1866","Mission Burial Park","U","83",""
"Klaus Schmidt","11/04/1841","03/08/1869","Confederate Cemetery","P","161",""
"Luz Fuentes","04/05/1868","07/07/1930","San Fernando Cemetery No. 2","G","176",""
"Helene Steinemann","12/10/1781","07/27/1867","Mission Burial Park","Q","95",""
"Elena Torres","01/01/1905","05/07/1927","Mission Burial Park","H","117",""
"Felicitas Torres","04/05/1852","12/23/1881","City Cemetery No. 1","N","89",""
"Lillie King","12/09/1788","03/16/1876","San Fernando Cemetery No. 1","P","169",""
"Gertrud Zimmermann","03/02/1772","06/07/1859","San Fernando Cemetery No. 1","D","200",""
"Nellie Davis","03/14/1882","07/13/1939","Confederate Cemetery","Z","57",""
"Arthur Davis","04/16/1837","06/12/1885","City Cemetery No. 1","V","101",""
"Ida Hoffmann","10/14/1860","08/17/1917","San Fernando Cemetery No. 2","F","72",""
"Emma Smith","06/01/1852","07/21/1889","Confederate Cemetery","S","34",""
"Jesús Sánchez","03/25/1795","11/02/1868","Confederate Cemetery","N","183",""
"Concepción Martínez","05/22/1881","08/19/1928","City Cemetery No. 1","E","19","Faithful servant of God"
"Frank Perez","05/16/1805","03/05/1850","Confederate Cemetery","R","177",""
"Mary Taylor","03/12/1815","08/24/1894","San Fernando Cemetery No. 1","Q","75",""
"Ramón Ramírez","04/07/1823","05/15/1861","Confederate Cemetery","U","188",""
"Ethel Anderson","07/25/1776","12/13/1858","Mission Burial Park","O","4",""
"Antonio Chávez","03/26/1847","01/04/1875","San Fernando Cemetery No. 2","A","13",""
"Else Weidemann","09/07/1832","03/13/1884","San Fernando Cemetery No. 2","Y","55",""
"Friedrich Lehmann","10/13/1826","03/23/1915","Confederate Cemetery","X","190",""
"Concepción Ortiz","01/18/1890","05/14/1927","City Cemetery No. 1","N","72",""
"Dolores Torres","10/07/1852","10/12/1883","City Cemetery No. 1","B","168",""
"Concepción Moreno","09/23/1836","02/16/1900","Mission Burial Park","W","165","Gone but not forgotten"
"Bruno Zimmermann","05/09/1907","12/24/1931","Mission Burial Park","C","16",""
"Ernesto Vásquez","06/07/1868","06/03/1915","National Cemetery (Fort Sam Houston)","U","168","Que en paz descanse"
"Olga Koch","01/20/1850","09/02/1895","Mission Burial Park","A","27",""
"Elena Medina","09/09/1787","08/27/1864","San Fernando Cemetery No. 1","C","156","Con Dios"
"Clara Bergmann","08/23/1881","09/23/1927","San Fernando Cemetery No. 1","N","24","Que en paz descanse"
"Else Klein","07/15/1784","02/19/1864","City Cemetery No. 1","S","189",""
"Héctor Rodríguez","01/11/1849","01/24/1910","National Cemetery (Fort Sam Houston)","G","96","Geliebter Vater und Gatte"
"Margarita Chávez","09/12/1852","08/23/1891","San Fernando Cemetery No. 2","L","62",""
"Else Wagner","11/05/1815","03/13/1886","San Fernando Cemetery No. 1","O","199",""
"Gregorio Garza","09/16/1845","05/14/1919","National Cemetery (Fort Sam Houston)","G","2",""
"Ramona Garza","03/16/1797","03/27/1876","Confederate Cemetery","N","152",""
"Josefa Treviño","03/11/1926","12/23/1953","San Fernando Cemetery No. 2","Q","95",""
"Patrick Doyle","01/18/1875","08/27/1919","National Cemetery (Fort Sam Houston)","P","33",""
"Katharina Schwarz","08/26/1919","12/28/1960","Confederate Cemetery","P","117",""
"Felicitas Moreno","11/17/1786","06/05/1867","Confederate Cemetery","G","1",""
"Heinrich Meyer","12/28/1821","01/27/1859","City Cemetery No. 1","E","50",""
"Gregorio López","12/22/1813","12/22/1894","Confederate Cemetery","P","25",""
"Helen Roberts","02/13/1785","11/19/1865","City Cemetery No. 1","W","157",""
"Olga Klein","09/28/1819","01/20/1887","San Fernando Cemetery No. 2","G","74",""
"Adolph Meyer","11/23/1802","05/05/1870","City Cemetery No. 1","G","200",""
"Johann Gruenewald","04/20/1808","10/03/1861","Mission Burial Park","A","118","Hier ruht in Gott"
"Juan Sánchez","02/11/1858","08/26/1892","San Fernando Cemetery No. 1","X","180","Beloved husband and father"
"Robert White","03/13/1827","01/17/1851","City Cemetery No. 1","R","147",""
"Bessie King","04/11/1862","09/28/1908","City Cemetery No. 1","Q","129",""
"Harold Davis","08/19/1792","05/19/1863","San Fernando Cemetery No. 1","I","99",""
"Ida Krüger","03/01/1849","05/22/1899","San Fernando Cemetery No. 2","C","127",""
"Louisa Meyer","07/18/1890","09/05/1949","City Cemetery No. 1","I","152",""
"Bertha Schäfer","12/24/1826","01/26/1850","Mission Burial Park","V","37","Auf Wiedersehen"
"Amparo Vásquez","10/01/1920","01/11/1951","National Cemetery (Fort Sam Houston)","Y","87",""
"Frieda Richter","11/23/1906","04/24/1933","Mission Burial Park","G","61",""
"Ernst Richter","01/03/1881","12/25/1926","San Fernando Cemetery No. 1","B","185","Gone but not forgotten"
"Katharina Fischer","12/01/1886","08/17/1920","City Cemetery No. 1","R","12","Called home too soon"
"Michael Kennedy","10/22/1876","10/25/1919","San Fernando Cemetery No. 1","T","190",""
"Ruth White","07/06/1831","02/08/1904","National Cemetery (Fort Sam Houston)","U","7",""
"Carmen Chávez","08/23/1858","02/12/1916","City Cemetery No. 1","Y","118",""
"Mabel Williams","11/18/1892","02/02/1956","San Fernando Cemetery No. 2","V","200",""
"Conrad Weidemann","05/05/1791","10/15/1875","San Fernando Cemetery No. 1","R","150",""
"Petra Reyes","11/01/1845","07/24/1910","Mission Burial Park","D","104",""
"Karl Neumann","11/17/1877","08/13/1913","National Cemetery (Fort Sam Houston)","Z","56",""
"Adolph Mueller","11/06/1791","12/21/1861","Confederate Cemetery","M","45",""
"August Neumann","10/23/1935","12/17/1956","Mission Burial Park","G","115",""
"Jesús Flores","10/01/1785","09/21/1873","Confederate Cemetery","J","149",""
"Frieda Meyer","08/15/1810","06/20/1891","San Fernando Cemetery No. 2","N","83",""
"María Díaz","01/11/1833","06/24/1921","San Fernando Cemetery No. 1","C","182",""
"Thomas Perez","09/19/1868","07/11/1949","San Fernando Cemetery No. 2","S","18",""
"Dermot McCarthy","09/18/1869","06/26/1900","Confederate Cemetery","C","166","Hier ruht in Gott"
"Luz Treviño","05/09/1906","01/01/1949","National Cemetery (Fort Sam Houston)","W","164","Con Dios"
"Nellie Wright","11/01/1860","01/21/1909","San Fernando Cemetery No. 2","S","51","Faithful servant of God"
"Luz García","11/02/1788","11/17/1858","Confederate Cemetery","I","44",""
"Lena Bauer","04/14/1820","03/06/1869","National Cemetery (Fort Sam Houston)","G","31",""
"Juan García","01/05/1905","08/21/1950","City Cemetery No. 1","Z","45",""
"Augusta Lange","04/16/1887","10/15/1953","Mission Burial Park","U","74",""
"Ramona Hernández","05/13/1898","11/25/1953","Mission Burial Park","T","95",""
"Ethel Johnson","04/12/1859","07/18/1942","Mission Burial Park","J","65",""
"Manuel Castillo","09/22/1808","11/14/1898","Confederate Cemetery","L","132","Ruhe in Frieden"
"Ida Baker","11/18/1894","04/22/1959","Confederate Cemetery","U","41",""
"Francisca Gutiérrez","01/28/1877","06/08/1916","Mission Burial Park","Z","118",""
"Remedios Moreno","10/18/1809","03/25/1881","San Fernando Cemetery No. 2","V","167",""
"Kieran Gallagher","01/12/1850","06/28/1938","San Fernando Cemetery No. 1","Y","186",""
