First Name,Last Name,Name Prefix,Name Suffix,File Name,Email,Telephone,Cell Phone,Address 1,Address 2,City,State / Province,Postal Code,Country,Member Active,Member Join Date,Expiration Date,Membership Plan,Membership Type,Your Skills,Your Interests,Volunteering?,Administrative Notes,Joint Member,Email of Joint,Mbr. List - Show Name,Mbr. List - Show Address,Mbr. List - Show Phone,Mbr. List - Show Email,Birth Year,Gender
Raymond,Engen,,,,raymonde@aol.com,701-918-3764,701-832-8027,9936 Heritage Ln,,Crosby,ND,58730,US,Yes,05/07/2017,12/31/2099,Lifetime,Individual,,"Fur trade era, DNA genealogy",Yes,Volunteer Coordinator,,,Yes,Yes,No,No,1979,Male
Aiden,Ehrenberg,,,,aehrenberg@msn.com,,701-295-4337,4754 University Dr,Apt 6,Steele,ND,58482,US,No,05/27/2014,06/02/2025,Individual,Individual,,"German-Russian heritage, Cemetery preservation",No,,,,Yes,Yes,Yes,No,,Male
Ashley,Morken,,,,morkena@polarcomm.com,,,809 2nd Ave S,,Grand Forks,ND,58201,US,Yes,01/09/2022,04/29/2026,Family,Individual,Bookkeeping,,No,,Brian Morken,brian.morken@yahoo.com,Yes,Yes,Yes,Yes,,Female
Peter,Williams,,,,peter_williams@gmail.com,701-914-7843,701-660-1493,6239 4th Ave NE,,Ashley,ND,58413,US,Yes,05/07/2015,07/13/2027,Individual,Individual,Website design,,No,,,,Yes,Yes,Yes,No,,Male
Madison,Lund,,,,madisonl@polarcomm.com,701-500-9750,701-790-9035,5227 Railway Ave,Unit B,Tioga,ND,58852,US,Yes,10/13/2012,08/26/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,No,,Female
Oliver,Fischer,,,,fischero@hotmail.com,,,5513 Elm St,,Cooperstown,ND,58425,US,Yes,12/05/2023,11/10/2026,Individual,Individual,"Public speaking, Teaching",,No,,,,Yes,Yes,Yes,Yes,,Male
Jean,Lehmann,,,,jean.lehmann@aol.com,701-316-1424,,8276 Railway Ave,,Washburn,ND,58577,US,Yes,02/09/2019,04/25/2026,Individual,Individual,Bookkeeping,,No,,,,Yes,Yes,Yes,Yes,1948,Female
Jennifer,Haugen,,,,jennifer.haugen@icloud.com,701-591-5213,701-301-9876,2855 Dakota Ave,,Bowman,ND,58623,US,Yes,08/12/2016,02/07/2027,Patron,Individual,,"Red River Valley history, One-room schoolhouses, County histories",No,,,,Yes,Yes,Yes,Yes,,Female
Nicole,Reistad,,,,reistadn@protonmail.com,,701-665-2477,4197 Birch St,,Langdon,ND,58249,US,Yes,08/06/2023,10/24/2026,Individual,Individual,"Cemetery transcription, DNA analysis, Social media",,No,,,,Yes,Yes,Yes,Yes,1960,Female
Caleb,Nelson,,,,calebn@protonmail.com,,701-649-6196,6756 Front St,,Devils Lake,ND,58301,US,Yes,09/26/2014,11/30/2027,Individual,Individual,,,No,,,,Yes,No,No,Yes,1945,Male
Eugene,Ulrich,,,,eugene_ulrich@protonmail.com,,,8837 Rosewood Ln,,Devils Lake,ND,58301,US,Yes,06/23/2014,08/01/2026,Individual,Individual,,"Native American history, Cemetery preservation, Pioneer women",Yes,Archivist,,,Yes,No,No,Yes,1955,Male
Larry,Williams,,,,williamsl@protonmail.com,701-283-4167,,5586 Broadway,,Harvey,ND,58341,US,Yes,11/28/2012,07/01/2026,Individual,Individual,,"Farm families, Church records, County histories",No,,,,Yes,Yes,No,Yes,1943,Male
Julie,Solberg,,,,jsolberg@outlook.com,701-404-6006,701-284-2815,2685 Sunset Blvd,Apt 17,Northwood,ND,58267,US,Yes,05/10/2023,08/07/2026,Individual,Individual,,,Yes,Fundraising Committee,,,Yes,Yes,Yes,Yes,1981,Female
Mia,Ehrenberg,,,,mia_ehrenberg@protonmail.com,,701-950-1287,4352 6th Ave N,,Crosby,ND,58730,US,No,03/26/2021,02/16/2026,Individual,Individual,Public speaking,,No,,,,Yes,Yes,No,No,1995,Female
Zoey,Zimmerman,,MD,,zoey.zimmerman@live.com,701-764-7898,701-429-1915,2357 3rd St NW,Unit D,Garrison,ND,58540,US,Yes,04/12/2017,04/05/2026,Individual,Individual,,German-Russian heritage,No,,,,Yes,No,No,Yes,1994,Female
Raymond,Braaten,,,,raymond.braaten@live.com,,,2123 University Dr,Apt 17,Carrington,ND,58421,US,Yes,12/02/2023,09/21/2026,Individual,Individual,,"Civil War records, Railroad history",No,,,,Yes,Yes,No,Yes,1940,Male
Carolyn,Sather,,Ph.D.,,satherc@drtel.net,701-291-4175,,6289 2nd Ave S,Apt 9,Northwood,ND,58267,US,Yes,01/20/2018,11/14/2027,Individual,Individual,,,Yes,,,,Yes,Yes,No,Yes,1955,Female
Debra,Lund,,,,lundd@mail.com,701-578-3426,701-242-6050,6074 Front St,Unit B,Beach,ND,58621,US,Yes,02/20/2013,09/03/2026,Family,Individual,"Social media, Courthouse research",,No,,Russell Lund,lundr@westriv.com,Yes,No,No,Yes,1944,Female
Martha,Falk,,,,mfalk@protonmail.com,701-420-9110,701-585-1963,5558 5th St S,Unit B,Beulah,ND,58523,US,Yes,03/22/2022,10/29/2026,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1984,Female
Virginia,Holm,Dr.,,,vholm@gondtc.com,,,4233 1st Ave N,Unit A,Bismarck,ND,58503,US,Yes,11/11/2014,11/29/2027,Individual,Individual,,"Railroad history, Cemetery preservation",Yes,,,,Yes,Yes,No,Yes,1969,Female
Michelle,Nordstrom,,,,michellen@live.com,701-904-5051,701-967-3025,6290 Airport Rd,,Hillsboro,ND,58045,US,Yes,04/10/2019,12/31/2099,Lifetime,Individual,,Farm families,Yes,,,,Yes,Yes,Yes,Yes,1971,Female
Abigail,Aanderud,,,,aanderuda@live.com,,,6867 Prairie Dr,,Valley City,ND,58072,US,Yes,04/17/2015,04/26/2026,Family,Individual,,,No,,Alexander Aanderud,alexander_aanderud@icloud.com,Yes,Yes,Yes,Yes,1948,Female
Donna,Helgeson,,,,dhelgeson@restel.com,701-688-7280,701-746-4267,6212 Main St,,Dickinson,ND,58601,US,Yes,01/17/2016,08/22/2026,Individual,Individual,"Norwegian translation, German translation, Photography",Fur trade era,No,,,,Yes,Yes,No,Yes,,Female
Chloe,Engen,,,,chloe.engen@outlook.com,701-366-1652,701-539-7991,1896 5th St S,,Mandan,ND,58554,US,Yes,04/23/2025,06/29/2026,Family,Individual,,,No,,Henry Engen,henry.engen@polarcomm.com,Yes,Yes,Yes,No,1947,Female
Timothy,Holm,,,,timothy.holm@icloud.com,701-970-1886,,5081 Lincoln Ave,,Mayville,ND,58257,US,Yes,07/27/2019,08/07/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,,Male
,,,,Ward County Historical Society,info@wardcountyhistorical.org,701-457-1188,,1976 Industrial Blvd,,Carrington,ND,58421,US,No,09/06/2021,02/26/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Avery,Wold,,,,awold@hotmail.com,701-445-6269,,6336 Lincoln Ave,,Wishek,ND,58495,US,Yes,03/06/2025,12/25/2027,Individual,Individual,,Scandinavian genealogy,No,,,,Yes,Yes,Yes,Yes,1988,Female
Kimberly,Grandahl,,,,kgrandahl@restel.com,701-871-5699,701-900-7303,1941 Church St,,Enderlin,ND,58027,US,Yes,09/28/2022,11/06/2026,Individual,Individual,"Cemetery transcription, German translation, Norwegian translation","Native American history, Farm families",No,,,,Yes,No,Yes,Yes,1940,Female
Abigail,Schneider,,,,abigail.schneider@icloud.com,701-752-9813,,209 Church St,,Grand Forks,ND,58201,US,Yes,11/30/2022,08/24/2027,Individual,Individual,,"Native American history, DNA genealogy, Civil War records",Yes,,,,Yes,Yes,Yes,Yes,1993,Female
Connor,Engen,,,,connor.engen@midco.net,701-287-4152,,8977 Valley View Rd,,Bowman,ND,58623,US,Yes,12/26/2025,07/25/2027,Individual,Individual,,"Cemetery preservation, Civil War records, Homesteading era",No,,,,Yes,No,Yes,Yes,1990,Male
Bryan,Stenberg,,,,bryan.stenberg@live.com,701-833-5839,,1304 1st Ave N,,Fargo,ND,58102,US,Yes,10/07/2025,07/12/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1964,Male
Andrea,Holm,,,,holma@midco.net,701-337-6119,,8086 3rd St NW,Unit D,Ellendale,ND,58436,US,Yes,09/15/2012,08/15/2027,Individual,Individual,,,Yes,Education Committee,,,Yes,No,Yes,Yes,1982,Female
Harper,Pfeiffer,,,,hpfeiffer@polarcomm.com,701-912-4425,,1890 Valley View Rd,,Walhalla,ND,58282,US,Yes,12/25/2024,06/04/2027,Individual,Individual,"Census research, Swedish translation",,No,,,,Yes,Yes,Yes,Yes,1947,Female
Susan,Haugen,,,,susan.haugen@drtel.net,,,1151 Airport Rd,,Hillsboro,ND,58045,US,Yes,11/14/2023,06/06/2026,Individual,Individual,,,No,,,,Yes,No,No,Yes,1996,Female
Debra,Oberg,,,,debra_oberg@gmail.com,701-976-9740,701-973-8629,9402 4th Ave NE,,Park River,ND,58270,US,Yes,02/17/2013,09/17/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Kevin,Schmidt,,,,schmidtk@yahoo.com,701-317-5412,701-675-7669,1172 Park Ave,Unit D,Lisbon,ND,58054,US,Yes,01/26/2016,06/28/2026,Family,Individual,Oral history interviews,,No,,Ashley Schmidt,aschmidt@yahoo.com,Yes,Yes,Yes,Yes,1978,Male
Julie,Nordstrom,,,,julie_nordstrom@polarcomm.com,701-456-9796,,4051 Front St,Apt 16,Cooperstown,ND,58425,US,Yes,12/13/2016,01/06/2027,Individual,Individual,"Oral history interviews, Cemetery transcription, Military records",,No,,,,Yes,Yes,No,Yes,,Female
Gloria,Stenberg,,,,glorias@gmail.com,,,6202 Lincoln Ave,Apt 3,Stanley,ND,58784,US,Yes,03/27/2026,03/27/2027,Student,Individual,,Church records,Yes,Newsletter Editor,,,Yes,No,Yes,No,2000,Female
Mary,Meyer,,,,marym@westriv.com,,,6254 1st Ave N,Unit B,Linton,ND,58552,US,Yes,02/20/2024,08/01/2026,Individual,Individual,,"Military history, Railroad history",No,,,,Yes,Yes,No,Yes,,Female
Julie,Thompson,,,,jthompson@gondtc.com,701-653-1390,,6423 Valley View Rd,Unit C,Tioga,ND,58852,US,Yes,03/04/2024,09/07/2027,Individual,Individual,,,Yes,,,,Yes,No,No,No,1975,Female
Jonathan,Christenson,,,,jonathanc@polarcomm.com,701-853-9289,701-389-1306,6065 Sunset Blvd,Unit A,Hettinger,ND,58639,US,Yes,12/28/2022,12/12/2026,Family,Individual,,,No,,Teresa Christenson,teresa.christenson@icloud.com,Yes,Yes,Yes,Yes,1968,Male
Kathleen,Knutson,,,,kathleen_knutson@gmail.com,,701-757-4683,2541 Pioneer Way,,New Salem,ND,58563,US,Yes,04/26/2025,09/25/2027,Individual,Individual,,,No,,,,Yes,No,No,Yes,,Female
Kimberly,Falk,,,,kimberlyf@bektel.com,,701-734-9015,3646 Lakeview Dr,,Mayville,ND,58257,US,Yes,05/12/2015,04/09/2026,Individual,Individual,"Photography, Oral history interviews","DNA genealogy, Pioneer women",No,,,,Yes,Yes,Yes,No,,Female
Peter,Meyer,,,,meyerp@ndsupernet.com,701-563-1280,,6203 Maple Ave,,West Fargo,ND,58078,US,Yes,07/02/2013,01/19/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1963,Male
Carl,Ehrenberg,,,,cehrenberg@icloud.com,701-670-3010,701-489-5292,3059 1st Ave N,,Stanley,ND,58784,US,Yes,12/21/2016,04/01/2027,Family,Individual,,,No,,Shirley Ehrenberg,shirleye@yahoo.com,Yes,Yes,No,Yes,1949,Male
,,,,Richland County Historical Society,info@richlandcountyhistor.org,701-875-8787,,9107 6th Ave N,PO Box 371,Enderlin,ND,58027,US,Yes,12/21/2020,09/04/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Evelyn,Berger,,,,eberger@mail.com,701-324-1054,,1181 Pioneer Way,,Grand Forks,ND,58201,US,Yes,10/07/2017,07/31/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1974,Female
Rebecca,Thorson,,,,rebecca.thorson@polarcomm.com,,,1889 Hillside Dr,Apt 13,Williston,ND,58801,US,Yes,09/13/2012,12/07/2027,Family,Individual,,,No,,Stephen Thorson,stephen.thorson@msn.com,Yes,Yes,No,Yes,1993,Female
Jessica,Falk,,,,jessica.falk@westriv.com,701-336-1280,,8061 Country Club Rd,,Garrison,ND,58540,US,Yes,02/26/2015,03/18/2027,Individual,Individual,"Swedish translation, Writing, Photography","DNA genealogy, Cemetery preservation, Scandinavian genealogy",No,,,,Yes,No,Yes,Yes,1970,Female
Maria,Brunsdale,,,,maria.brunsdale@outlook.com,,,597 Park Ave,,Hazen,ND,58545,US,Yes,04/11/2016,08/08/2027,Individual,Individual,"German translation, Land records, Social media",Pioneer women,Yes,,,,Yes,No,No,Yes,1999,Female
Jean,Wold,,III,,jean_wold@bektel.com,701-367-7944,,6886 4th Ave NE,,Ellendale,ND,58436,US,No,02/23/2018,10/05/2025,Patron,Individual,,,No,,,,Yes,No,No,Yes,1986,Female
Howard,Meyer,,,,meyerh@gmail.com,701-671-8861,701-475-1095,5497 Front St,,Linton,ND,58552,US,Yes,01/19/2016,08/01/2027,Individual,Individual,,"Norwegian immigration, Pioneer women",No,,,,Yes,No,Yes,Yes,1977,Male
Jennifer,Peterson,,,,jpeterson@outlook.com,,701-201-8612,4839 6th Ave N,,New Salem,ND,58563,US,Yes,10/25/2014,04/08/2027,Individual,Individual,,,No,,,,Yes,No,No,Yes,1950,Female
Elizabeth,Nelson,,,,enelson@protonmail.com,701-844-5413,,3256 Willow Dr,,Bismarck,ND,58504,US,Yes,07/03/2025,12/18/2027,Individual,Individual,"Oral history interviews, Swedish translation, Database management","Bonanza farming, Military history",No,,,,Yes,Yes,No,Yes,1956,Female
Julian,Morken,,,,morkenj@protonmail.com,701-379-3514,701-319-1674,5287 Valley View Rd,,New Salem,ND,58563,US,No,12/05/2015,08/04/2025,Individual,Individual,,Railroad history,No,,,,Yes,Yes,Yes,Yes,1950,Male
Julian,Oberg,,,,obergj@restel.com,701-703-8816,701-984-8052,4899 Rosewood Ln,Apt 8,Williston,ND,58801,US,Yes,12/21/2023,04/14/2027,Individual,Individual,Photography,"Civil War records, Railroad history",Yes,Programs Chair,,,Yes,No,Yes,Yes,,Male
Ruth,Falk,,,,ruth_falk@ndsupernet.com,701-567-1472,,2240 Park Ave,,Valley City,ND,58072,US,Yes,09/28/2015,09/24/2026,Student,Individual,,,Yes,,,,Yes,No,No,Yes,2005,Female
Ann,Nelson,,,,ann_nelson@ndsupernet.com,701-436-2976,,5269 3rd St NW,,Walhalla,ND,58282,US,Yes,02/01/2014,03/29/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1987,Female
Olivia,Paulson,,,,oliviap@polarcomm.com,,701-910-4116,6612 Church St,,Northwood,ND,58267,US,Yes,01/21/2022,09/29/2026,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1978,Female
Margaret,Strand,,,,strandm@westriv.com,,701-433-4652,487 State St,,Medora,ND,58645,US,Yes,04/23/2017,11/14/2026,Individual,Individual,,"One-room schoolhouses, Church records, DNA genealogy",No,,,,Yes,Yes,Yes,Yes,1995,Female
Jesse,Halvorson,,,,halvorsonj@protonmail.com,701-781-5380,701-942-7064,4181 Rosewood Ln,,Garrison,ND,58540,US,Yes,03/22/2014,07/20/2026,Individual,Individual,,"Town histories, Bonanza farming, County histories",No,,,,Yes,Yes,No,Yes,1940,Male
Owen,Muller,,,,mullero@hotmail.com,,701-637-1849,5392 Central Ave,,Wishek,ND,58495,US,No,06/06/2015,04/03/2025,Individual,Individual,"Event planning, Military records, Digital scanning",,Yes,,,,Yes,Yes,No,Yes,,Male
Lisa,Grandahl,,,,lisag@aol.com,701-958-8583,701-386-7438,841 1st Ave N,,Grafton,ND,58237,US,Yes,09/25/2023,08/12/2027,Individual,Individual,Website design,"Church records, Native American history",No,,,,Yes,Yes,No,Yes,,Female
Nancy,Sather,,,,nsather@restel.com,701-687-3016,,8857 Church St,,Beach,ND,58621,US,Yes,08/05/2014,10/07/2027,Individual,Individual,"Grant writing, Swedish translation, Cemetery transcription",,No,,,,Yes,No,No,Yes,,Female
Noah,Huber,,,,hubern@drtel.net,,,1827 University Dr,,Williston,ND,58801,US,Yes,04/08/2019,05/23/2027,Individual,Individual,Event planning,Native American history,No,,,,Yes,Yes,Yes,Yes,,Male
Charlotte,Sather,,,,charlottes@live.com,701-653-6610,,8924 University Dr,,Devils Lake,ND,58301,US,Yes,12/04/2016,12/31/2099,Lifetime,Individual,,One-room schoolhouses,No,,,,Yes,Yes,Yes,Yes,1971,Female
Wyatt,Wagner,,,,wwagner@hotmail.com,,701-486-6952,5889 1st Ave N,Unit B,Wahpeton,ND,58075,US,Yes,02/27/2023,09/08/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Male
Joan,Dahl,,,,jdahl@westriv.com,701-394-1068,701-712-7131,8151 Airport Rd,Unit D,Oakes,ND,58474,US,Yes,10/23/2022,06/21/2026,Individual,Individual,"Public speaking, Database management","Military history, Civil War records, County histories",No,,,,Yes,Yes,Yes,Yes,1978,Female
Brenda,Langdon,,,,langdonb@gmail.com,,701-870-8955,9472 Rosewood Ln,,Langdon,ND,58249,US,Yes,05/30/2021,09/24/2026,Patron,Individual,,,No,,,,Yes,No,No,No,1946,Female
Isabella,Nordstrom,,,,inordstrom@hotmail.com,701-551-7542,,6599 Front St,,Watford City,ND,58854,US,Yes,03/23/2021,12/19/2027,Family,Individual,,,No,,George Nordstrom,gnordstrom@mail.com,Yes,Yes,No,Yes,1969,Female
Scarlett,Froelich,,,,scarlett_froelich@midco.net,701-459-9266,,5056 Airport Rd,Apt 12,Langdon,ND,58249,US,Yes,08/07/2020,08/08/2027,Individual,Individual,Norwegian translation,Immigration patterns,No,,,,Yes,No,No,Yes,,Female
Caleb,Larson,,,,clarson@outlook.com,,701-586-9604,2881 6th Ave N,,Cavalier,ND,58220,US,Yes,11/12/2016,12/31/2099,Lifetime,Individual,,,Yes,,,,Yes,No,Yes,No,1941,Male
Joan,Morken,,,,joan.morken@gondtc.com,701-799-5979,701-957-8593,3778 Broadway,,Rugby,ND,58368,US,Yes,03/26/2026,03/26/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,No,1964,Female
Colton,Rasmussen,,,,rasmussenc@gondtc.com,701-925-8144,701-751-4228,6067 Central Ave,Apt 3,Bottineau,ND,58318,US,Yes,08/14/2012,09/27/2026,Family,Individual,,,Yes,,Rachel Rasmussen,rachel_rasmussen@midco.net,Yes,Yes,Yes,Yes,,Male
Evelyn,Fischer,,,,efischer@mail.com,,701-762-9144,8926 Industrial Blvd,,Grand Forks,ND,58203,US,No,01/15/2016,05/05/2025,Individual,Individual,,,No,,,,Yes,Yes,Yes,No,,Female
Zoey,Reistad,,,,reistadz@midco.net,701-983-7232,701-560-5892,6489 Division St,,Wahpeton,ND,58075,US,No,08/05/2016,05/17/2025,Individual,Individual,"Oral history interviews, Church records",,No,,,,Yes,Yes,No,No,1966,Female
Carol,Wolff,,,,wolffc@bektel.com,701-828-8909,,7166 6th Ave N,,Hettinger,ND,58639,US,Yes,08/25/2013,12/31/2099,Lifetime,Individual,Church records,Homesteading era,No,,,,Yes,Yes,No,Yes,1944,Female
Gloria,Ringness,,,,gloriar@gondtc.com,701-353-4062,701-816-2938,3873 Division St,,Williston,ND,58801,US,Yes,09/29/2013,11/12/2027,Individual,Individual,"Immigration records, Genealogy software",,Yes,Library Chair,,,Yes,Yes,Yes,Yes,,Female
,,,,Morton County Historical Society,info@mortoncountyhistoric.org,701-200-6310,,8105 Broadway,,Cavalier,ND,58220,US,Yes,07/21/2023,03/29/2027,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
John,Hovland,,,,johnh@bektel.com,701-662-5991,701-306-3910,625 Rosewood Ln,,Steele,ND,58482,US,Yes,09/09/2022,04/18/2026,Family,Individual,,"Norwegian immigration, Fur trade era, German-Russian heritage",No,,Christine Hovland,christine_hovland@gondtc.com,Yes,Yes,Yes,Yes,1965,Male
Betty,Benson,,,,bbenson@yahoo.com,701-654-4417,701-657-8185,6640 State St,Apt 7,Harvey,ND,58341,US,Yes,07/21/2013,05/02/2027,Family,Individual,,Church records,No,,Gary Benson,garyb@msn.com,Yes,No,Yes,No,1996,Female
Ronald,Krause,,,,ronaldk@aol.com,701-942-2616,,8360 Park Ave,,Bottineau,ND,58318,US,Yes,10/20/2019,05/27/2027,Individual,Individual,,"Homesteading era, Native American history, Fur trade era",No,,,,Yes,No,Yes,Yes,,Male
Victoria,Pfeiffer,,,,vpfeiffer@westriv.com,701-618-2807,701-785-5744,759 Railway Ave,,Hettinger,ND,58639,US,No,06/09/2019,05/05/2025,Family,Individual,,,Yes,,Ryan Pfeiffer,ryan_pfeiffer@restel.com,Yes,No,Yes,No,1950,Female
Rachel,Miller,,,,rachel.miller@yahoo.com,701-518-2771,,5211 Valley View Rd,Unit D,Tioga,ND,58852,US,Yes,06/21/2016,06/21/2026,Individual,Individual,,Cemetery preservation,No,,,,Yes,No,No,Yes,1978,Female
Jonathan,Muller,,,,jonathanm@gondtc.com,701-314-4746,701-597-4022,1469 Elm St,Apt 8,Northwood,ND,58267,US,Yes,05/21/2018,02/23/2027,Patron,Individual,,,No,,,,Yes,Yes,No,Yes,1971,Male
Jonathan,Muller,,,,jonathanm@westriv.com,701-517-6381,701-577-5157,8337 Main St,,Grand Forks,ND,58203,US,No,08/05/2023,09/04/2025,Individual,Individual,,"Scandinavian genealogy, County histories, Frontier medicine",Yes,,,,Yes,Yes,Yes,Yes,,Male
Emily,Vold,,,,emilyv@ndsupernet.com,701-467-5024,701-851-6594,1553 Willow Dr,Apt 17,Bowman,ND,58623,US,Yes,09/19/2013,11/02/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1972,Female
Hannah,Johnson,,,,hannah_johnson@yahoo.com,701-845-1152,701-877-2654,8624 Pioneer Way,,Grand Forks,ND,58203,US,Yes,09/26/2017,11/30/2027,Individual,Individual,Teaching,,Yes,,,,Yes,Yes,Yes,Yes,1947,Female
Amy,Aanderud,,,,aanderuda@mail.com,701-604-3178,,4630 3rd St NW,Unit A,Grand Forks,ND,58203,US,Yes,07/27/2014,07/21/2027,Family,Individual,,,No,,Howard Aanderud,haanderud@outlook.com,Yes,Yes,Yes,Yes,1942,Female
Julie,Quale,Mrs.,,,julie_quale@icloud.com,701-339-5744,701-666-8418,4558 Church St,,Oakes,ND,58474,US,Yes,12/12/2016,02/25/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Eric,Gustafson,,,,eric.gustafson@outlook.com,701-416-7364,701-740-5795,5740 4th Ave NE,Apt 13,Rugby,ND,58368,US,Yes,11/03/2014,11/21/2026,Individual,Individual,,"Norwegian immigration, Farm families",No,,,,Yes,No,Yes,Yes,1986,Male
Kimberly,Fischer,,,,kimberly.fischer@restel.com,,701-609-8204,6434 Maple Ave,Unit D,Northwood,ND,58267,US,Yes,12/24/2012,12/22/2026,Family,Individual,,,No,,David Fischer,davidf@msn.com,Yes,Yes,No,Yes,1989,Female
Jaxon,Kraft,,,,jaxonk@westriv.com,701-786-6866,701-924-6207,8708 Prairie Dr,Apt 6,Grand Forks,ND,58203,US,Yes,12/01/2014,11/12/2026,Individual,Individual,,,Yes,,,,Yes,No,No,No,1943,Male
Samuel,Quale,,,,samuelq@live.com,,,2030 5th St S,,Mayville,ND,58257,US,Yes,07/05/2025,06/06/2027,Individual,Individual,,,No,,,,Yes,No,No,No,1992,Male
Kenneth,Richter,,,,richterk@msn.com,701-753-5651,701-723-6115,8641 Maple Ave,,Hillsboro,ND,58045,US,Yes,11/12/2025,08/27/2027,Individual,Individual,,,Yes,,,,Yes,Yes,No,No,1961,Male
Jason,Engen,,,,jengen@gmail.com,701-560-8501,,4973 Lakeview Dr,,Linton,ND,58552,US,Yes,11/22/2022,04/29/2026,Individual,Individual,"DNA analysis, Immigration records, Church records",Civil War records,No,,,,Yes,Yes,Yes,Yes,,Male
Carl,Bjerke,,,,carl.bjerke@westriv.com,,,6592 River Rd,Apt 15,Park River,ND,58270,US,Yes,11/04/2015,06/23/2026,Individual,Individual,"Genealogy software, Grant writing","Frontier medicine, Homesteading era, Civil War records",No,,,,Yes,No,No,Yes,,Male
Nicholas,Peterson,Mr.,,,petersonn@yahoo.com,701-617-9250,701-993-3460,488 Lakeview Dr,Apt 13,Fargo,ND,58104,US,Yes,11/07/2022,07/17/2026,Individual,Individual,"Social media, Land records",,No,,,,Yes,No,No,Yes,1965,Male
Ella,Paulson,,,,ella_paulson@aol.com,701-787-3978,,7523 Heritage Ln,,Cooperstown,ND,58425,US,No,03/27/2021,06/28/2025,Patron,Individual,"Immigration records, Photography, Grant writing",,No,,,,Yes,No,No,Yes,1963,Female
Eugene,Pedersen,Mrs.,,,pedersene@restel.com,701-635-3427,701-668-2968,9344 Country Club Rd,,Ashley,ND,58413,US,No,02/18/2021,05/14/2025,Family,Individual,,"Town histories, Scandinavian genealogy, Immigration patterns",No,,Emma Pedersen,pedersene@outlook.com,Yes,Yes,Yes,Yes,1982,Male
Helen,Stricklin,,,,helens@yahoo.com,,701-307-7974,1369 Country Club Rd,,Rugby,ND,58368,US,Yes,06/05/2025,07/22/2027,Student,Individual,"Genealogy software, Database management, Church records",,No,,,,Yes,No,No,No,2005,Female
Sandra,Solberg,,,,ssolberg@mail.com,,,5047 Lakeview Dr,,West Fargo,ND,58078,US,Yes,03/16/2026,03/16/2027,Family,Individual,,"County histories, Church records, Farm families",No,,Mark Solberg,msolberg@icloud.com,Yes,Yes,Yes,Yes,1999,Female
Dylan,Lund,,,,dylan.lund@westriv.com,,,3648 Washington St,,Linton,ND,58552,US,Yes,11/13/2014,11/12/2026,Individual,Individual,,Civil War records,No,,,,Yes,Yes,No,Yes,1976,Male
Edward,Fischer,,,,edward_fischer@live.com,701-285-5385,701-842-1221,253 2nd Ave S,Unit C,Minot,ND,58703,US,Yes,01/10/2021,09/11/2026,Individual,Individual,,County histories,No,,,,Yes,No,No,Yes,1940,Male
Angela,Haugen,,,,angela.haugen@polarcomm.com,,,4197 University Dr,,Dickinson,ND,58601,US,Yes,06/02/2015,01/08/2027,Family,Individual,"Courthouse research, Newspaper research","Railroad history, Civil War records, Red River Valley history",No,,Anthony Haugen,haugena@bektel.com,Yes,Yes,No,Yes,,Female
Anna,Keller,,,,anna.keller@yahoo.com,,701-668-2430,1413 Airport Rd,,Beach,ND,58621,US,Yes,02/23/2022,10/11/2027,Individual,Individual,,,No,,,,Yes,No,No,No,1963,Female
Mia,Erickson,,,,miae@westriv.com,,,9244 Division St,Unit C,Cavalier,ND,58220,US,Yes,04/22/2013,02/28/2027,Individual,Individual,,Farm families,Yes,,,,Yes,Yes,No,Yes,1952,Female
Isabella,Iverson,,,,isabella_iverson@midco.net,,,1411 River Rd,,West Fargo,ND,58078,US,Yes,10/26/2024,07/20/2027,Family,Individual,Church records,"Civil War records, Red River Valley history",No,,Harold Iverson,iversonh@bektel.com,Yes,Yes,Yes,Yes,1968,Female
Colton,Iverson,,,,coltoni@hotmail.com,701-989-3252,701-763-3587,6766 Park Ave,,Watford City,ND,58854,US,Yes,10/01/2017,10/04/2027,Individual,Individual,"Grant writing, Military records, Courthouse research","Fur trade era, DNA genealogy, Red River Valley history",Yes,,,,Yes,Yes,Yes,Yes,1954,Male
Daniel,Holm,,,,daniel.holm@mail.com,701-236-9996,701-293-5990,8428 Hillside Dr,,Beulah,ND,58523,US,Yes,05/06/2024,06/23/2027,Individual,Individual,,,No,,,,Yes,No,No,Yes,1947,Male
