"File Name","Contact","Name Prefix","First Name","PreferredName","Middle Name","Maiden Name","UseMaiden","Last Name","Name Suffix","Member Active","Member Join Date","Login","Birth Year","Birth Month","Birth Day","Deceased","Image Filename","Address 1","Address 2","City","State / Province","Postal Code","Country","Telephone","Cell Phone","Toll Free Phone","International Phone","Preferred Phone","Fax","Email","Website","Alternate Address 1","Alt. Address 2","Alt. City","Alt. State / Province","Alt. Postal Code","Al. Country","Alt. Phone","Alt. International Phone","Alt. Preferred Phone","Alt. Email","Use Seasonal Address","Use Alt. Info Month Begin","Alt. Contact Day Begin","Use Alt. Info Month End","Alt. Contact Day End","Business Phone","Gender","Quarterly","Volunteering?","Joint Member","Email of Joint","Phone of Joint","Your Skills","Your Interests","Your Education","General Email","Event Email","Newsletter Email","Surname Inquiry","Mbr. List - Show Name","Mbr. List - Show Address","Mbr. List - Show Phone","Mbr. List - Show Email","Mbr. List - Show Photo","Membership Plan","Membership Type","Max Members","Lifetime","Membership Number","Mail Publications","Address Label Name","Amount Paid","Donation","Date Paid","Payment Type","Expiration Date","Comment","Acct. Primary","Membership Tie ID","Login Count","Last Login Date","Administrative Notes","Last Updated By","Last Updated Date","ENS Member Record ID"
"Miranda, Veronica","","","Veronica","","","Sanchez","Not Used","Miranda","","Yes","10/22/2018","vmiranda","1949","2","14","","veronica-miranda-member.jpg","572 Cedar St","","San Antonio","TX","78252","USA","","","","","","","veronica.miranda@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Single","Person","1","","","No","Miranda, Veronica","35.00","","05/28/2027","Check","06/30/2027","","Yes","","22","05/16/2025","","admin","05/22/2027","10045"
"Stephens, Renee","","","Renee","","Omar","","","Stephens","","Yes","01/17/2006","rstephens","1974","6","8","","renee-omar-stephens-member.jpg","7621 Patriot Way","","Fort Worth","TX","76107","USA","(817) 555-2944","","","","Telephone","","renee.stephens@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","Oral history collection","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Stephens, Renee","35.00","","04/11/2026","Credit Card","06/30/2026","","Yes","","15","02/13/2026","","admin","05/20/2026","10046"
"Spencer, Brittany","","","Brittany","","Helmut","Frank","Not Used","Spencer","","Yes","10/07/2010","bspencer","1987","12","24","","brittany-helmut-spencer-member.jpg","5636 Travis St","","San Antonio","TX","78213","USA","(210) 555-3018","(210) 555-8381","","","Telephone","","bspencer1982@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","Transcription; Microfilm reader operation","","","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Single","Person","1","","","Yes","Spencer, Brittany","35.00","","06/05/2026","Credit Card","06/30/2026","","Yes","","29","12/18/2025","","secretary","05/02/2026","10047"
"Green, Janice","","Rev.","Janice","","","","","Green","","Yes","04/07/2021","jgreen","1949","12","24","","janice-green-member.jpg","2273 Summer St","","Abilene","TX","79601","USA","(325) 555-2890","(325) 555-6771","","","Telephone","","jgreen1976@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","No","Green, Janice","35.00","42","04/02/2026","Check","06/30/2026","","Yes","","22","04/15/2025","Board member through 2021","admin","05/16/2026","10048"
"Leal, Aaron","","","Aaron","","","","","Leal","","Yes","12/07/2005","aleal","1982","10","18","","aaron-leal-member.jpg","8518 Main St","","New Braunfels","TX","78132","USA","(210) 555-5178","(210) 555-1092","","","Telephone","","aleal@example.org","","","","","","","","","","","","","","","","","","M","Y","","Lisa","leall@example.com","(210) 555-5178","","DAR membership research; Old Order Mennonite communities; Land records","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Leal, Aaron","45.00","","04/24/2027","Cash","06/30/2027","","Yes","","11","12/27/2025","","secretary","06/19/2027","10049"
"Mueller, Matias","","Ms.","Matias","","","","","Mueller","","Yes","07/26/2012","mmueller","1963","4","2","","matias-mueller-member.jpg","8568 Pecan Valley Dr","","Seguin","TX","78155","USA","(210) 555-4154","(210) 555-6248","","","Cell Phone","","mmueller@example.com","","","","","","","","","","","","","","","","","","M","","","Abigail","amueller1950@example.net","(210) 555-4154","Photography; Research; DNA analysis","","BS Computer Science, Texas A&M","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Joint","Person","2","","","No","Mueller, Matias","45.00","37","05/02/2026","PayPal","06/30/2026","","Yes","","18","03/13/2026","","admin","06/14/2026","10050"
"Wright, Judy","","","Judy","","","","","Wright","","Yes","05/26/1997","jwright","1983","2","12","","judy-wright-member.jpg","6573 Oak Creek Dr","Suite 274","San Antonio","TX","78250","USA","(210) 555-9941","(210) 555-5832","","","Cell Phone","","wrightj@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Wright, Judy","35.00","","04/04/2027","Check","06/30/2027","","Yes","","28","09/11/2025","","admin","06/25/2027","10051"
"Weiss, Margaret","","","Margaret","","","Aguilar","Not Used","Weiss","","Yes","03/22/2011","mweiss","1989","10","16","","margaret-weiss-member.jpg","8060 Shaenfield Rd","","San Antonio","TX","78224","USA","(210) 555-6971","(210) 555-6182","","","Telephone","","margaret.weiss@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","Microfilm reader operation; Spanish language; Public speaking","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Weiss, Margaret","35.00","","06/08/2026","Cash","06/30/2026","","Yes","","12","10/14/2025","","admin","06/12/2026","10052"
"Salazar, Harvey","","","Harvey","","Andres","","","Salazar","","Yes","10/24/2022","hsalazar","1987","3","12","","harvey-andres-salazar-member.jpg","6061 Legacy Trail","Suite 435","Houston","TX","77056","USA","","","","","","","hsalazar@example.net","","","","","","","","","","","","","","","","","","M","Y","Y","","","","Latin translation","","","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Salazar, Harvey","35.00","","06/03/2027","Credit Card","06/30/2027","","Yes","","5","09/03/2025","Address correction needed - last newsletter returned","admin","06/01/2027","10053"
"Mueller, Hildegard","","","Hildegard","","Jo","","","Mueller","","Yes","02/22/2023","hmueller","1947","3","6","","hildegard-jo-mueller-member.jpg","7944 Marbach Rd","","San Antonio","TX","78246","USA","(210) 555-1706","","","","Telephone","(210) 555-3095","hmueller1960@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Single","Person","1","","","Yes","Mueller, Hildegard","35.00","","04/28/2026","Credit Card","06/30/2026","","Yes","","7","07/22/2025","","admin","05/10/2026","10054"
"Matthews, Evelyn","","","Evelyn","","","","","Matthews","","Yes","01/07/1997","ematthews","1946","4","13","","evelyn-matthews-member.jpg","9927 Elm St","","Fort Smith","AR","72901","USA","(479) 555-3135","(479) 555-9835","","","Cell Phone","","evelynmatthews67@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","Land records","","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Matthews, Evelyn","35.00","","06/01/2027","Credit Card","06/30/2027","","Yes","","30","05/15/2025","Renewed 09/01/2019
Renewed 11/07/2018","admin","05/23/2027","10055"
"Franco, Eduardo","","","Eduardo","","Elena","","","Franco","","Yes","07/24/2025","efranco","1953","5","19","","eduardo-elena-franco-member.jpg","2750 Houston St","","San Antonio","TX","78247","USA","(210) 555-1852","(210) 555-3633","","","Telephone","","eduardo.franco@example.net","","","","","","","","","","","","","","","","","","M","","","","","","","","Certified Genealogist (CG)","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Franco, Eduardo","35.00","","06/05/2026","Credit Card","06/30/2026","Paid at front table Spring Symposium","Yes","","50","04/01/2025","","admin","05/14/2026","10056"
"Ayala, Debra","","","Debra","","Craig","","","Ayala","","Yes","12/23/1988","dayala","1950","7","19","","debra-craig-ayala-member.jpg","5803 Colonial Ave","","Rockport","TX","78382","USA","(361) 555-7618","(361) 555-1076","","","Telephone","","debraayala65@example.com","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","Yes","No","Yes","No","No","No","No","Single","Person","1","","","Yes","Ayala, Debra","35.00","","06/09/2026","Credit Card","06/30/2026","","Yes","","35","05/31/2025","","admin","05/26/2026","10057"
"Dominguez, Nathan","","","Nathan","","Ignacio","","","Dominguez","Esq.","No","12/27/2022","ndominguez","1956","4","10","","nathan-ignacio-dominguez-member.jpg","5242 Goliad Rd","","San Antonio","TX","78234","USA","(210) 555-4115","(210) 555-9175","","","Cell Phone","","ndominguez@example.com","","","","","","","","","","","","","","","","","","M","","","","","","","Czech settlers in Texas; Hill Country settlers","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","No","Dominguez, Nathan","35.00","","01/06/2024","Cash","01/25/2024","","Yes","","0","","","webmaster","09/06/2023","10058"
"West, Nicholas","","","Nicholas","","Neil","","","West","","Yes","09/15/2023","nwest","1987","3","15","","nicholas-neil-west-member.jpg","1750 Peachtree Rd","","Omaha","NE","68101","USA","","(402) 555-5413","","","Cell Phone","","nwest1971@example.org","","","","","","","","","","","","","","","","","","M","Y","","Esperanza","esperanzawest55@example.com","(402) 555-5413","","","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","West, Nicholas","45.00","","06/19/2027","Check","06/30/2027","","Yes","","24","06/01/2025","Scholarship recipient 2017","admin","06/30/2027","10059"
"Shaw, Roger","","","Roger","","Reed","","","Shaw","","Yes","11/18/2021","rshaw","1977","10","7","","roger-reed-shaw-member.jpg","7422 South Flores St","","Pleasanton","TX","78064","USA","(210) 555-3745","(210) 555-6527","","","Telephone","","rshaw1986@example.net","","","","","","","","","","","","","","","","","","M","","","","","","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Shaw, Roger","35.00","","05/15/2026","PayPal","06/30/2026","","Yes","","32","07/19/2025","","admin","06/08/2026","10060"
"Thompson, Elvira","","","Elvira","","Neil","","","Thompson","","No","07/10/2022","ethompson","1955","5","20","","elvira-neil-thompson-member.jpg","2171 Oak Lawn Ave","","Balcones Heights","TX","78201","USA","(210) 555-6328","(210) 555-8801","","","Telephone","","thompsone@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","Photo restoration and identification","","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","No","Thompson, Elvira","35.00","","08/02/2024","Check","09/12/2024","","Yes","","0","","Renewed 05/16/2023
Renewed 12/16/2015
Renewed 05/01/2015","admin","07/02/2024","10061"
"Payne, Megan","","","Megan","","Ross","","","Payne","","Yes","05/21/2009","mpayne","1993","10","26","","megan-ross-payne-member.jpg","1908 Sunset Rd","","San Antonio","TX","78253","USA","(210) 555-6253","(210) 555-1317","","","Cell Phone","","mpayne1951@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Payne, Megan","35.00","","04/29/2027","Check","06/30/2027","","Yes","","8","10/28/2025","","secretary","06/18/2027","10062"
"Rodriguez, Carl","","Judge","Carl","","Sean","","","Rodriguez","","Yes","09/22/1999","crodriguez","1937","4","15","","carl-sean-rodriguez-member.jpg","2698 Locke Ln","","San Antonio","TX","78261","USA","","(210) 555-8884","","","Cell Phone","","rodriguezc@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","Map reading; Proofreading; Microfilm reader operation","Vital records research","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Rodriguez, Carl","35.00","","04/21/2026","Cash","06/30/2026","","Yes","","19","10/11/2025","","admin","06/06/2026","10063"
"Morales, Edna","","","Edna","","Friedrich","","","Morales","","No","06/24/2011","emorales1","1961","12","7","Yes","edna-friedrich-morales-member.jpg","7268 Creekside Dr","","Dallas","TX","75205","USA","(214) 555-6696","(214) 555-6303","","","Telephone","","emorales1985@example.org","","","","","","","","","","","","","","","","","","F","Y","","Samuel","smorales1959@example.com","(214) 555-6696","Website design; Database management; Latin translation","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Joint","Person","2","","","Yes","Morales, Edna","45.00","","02/11/2025","Cash","03/25/2025","","Yes","","0","","","admin","03/15/2025","10064"
"Arkansas Genealogical Society","Karen Moore","","Karen","","","","","Moore","","Yes","04/04/1993","kmoore","","","","","","8126 WW White Rd","","Helotes","TX","78023","USA","(210) 555-2161","(210) 555-1214","","","Cell Phone","","info@moorekaren.example.org","","","","","","","","","","","","","","","","","(210) 555-2310","","","","","","","","","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","Arkansas Genealogical Society","0.00","","05/27/2027","PayPal","06/30/2027","","Yes","","41","09/08/2025","","admin","06/24/2027","10065"
"Dietrich, Brittney","","","Brittney","","Karl","","","Dietrich","","Yes","03/18/2002","bdietrich","1983","11","14","","brittney-karl-dietrich-member.jpg","7358 Goliad Rd","","San Antonio","TX","78225","USA","(210) 555-7755","","","","Telephone","","brittneydietrich93@example.net","","","","","","","","","","","","","","","","","","F","Y","Y","","","","Teaching","Immigration records","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Dietrich, Brittney","35.00","93","04/17/2027","Cash","06/30/2027","","Yes","","34","05/22/2025","","admin","06/09/2027","10066"
"Peterson, Carmen","","","Carmen","","Drew","Cook","Not Used","Peterson","","Yes","12/23/2019","cpeterson","1989","6","26","","carmen-drew-peterson-member.jpg","6351 South Flores St","","Universal City","TX","78148","USA","","(210) 555-8115","","","Cell Phone","","carmen.peterson@example.org","","","","","","","","","","","","","","","","","","F","Y","Y","","","","","Old Order Mennonite communities; Photo restoration and identification; Bexar County pioneers","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Peterson, Carmen","35.00","","04/05/2026","Credit Card","06/30/2026","","Yes","","46","06/03/2025","","admin","05/20/2026","10067"
"Rodriguez, Dale","","","Dale","","","","","Rodriguez","","Yes","10/07/2021","drodriguez","1972","9","7","","dale-rodriguez-member.jpg","9537 Commerce St","# 217","San Antonio","TX","78211","USA","(210) 555-1396","(210) 555-5994","","","Cell Phone","","drodriguez1978@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","Colonial American genealogy; Freedmen's Bureau records","","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Rodriguez, Dale","35.00","31","05/20/2026","Check","06/30/2026","","Yes","","27","10/11/2025","","admin","06/26/2026","10068"
"Martinez, Diego","","","Diego","","Brian","","","Martinez","","Yes","01/15/2009","dmartinez","1941","4","26","","diego-brian-martinez-member.jpg","6001 Travis St","# 119","San Antonio","TX","78262","USA","","(210) 555-6168","","","Cell Phone","","dmartinez1984@example.org","","","","","","","","","","","","","","","","","","M","Y","","Amanda","amartinez@example.com","(210) 555-6168","","","","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Martinez, Diego","45.00","","06/12/2026","Cash","06/30/2026","","Yes","","42","04/22/2025","","admin","06/06/2026","10069"
"Myers, Peter","","","Peter","","Hans","","","Myers","","Yes","03/14/2016","pmyers","1964","11","8","","peter-hans-myers-member.jpg","2370 Ridgewood Rd","","Oklahoma City","OK","73101","USA","","","","","","","pmyers1958@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","Social media; Teaching","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Myers, Peter","35.00","","04/04/2027","Cash","06/30/2027","","Yes","","8","12/10/2025","","admin","06/09/2027","10070"
"Sierra, Arthur","","","Arthur","Art","Otto","","","Sierra","","Yes","11/12/2022","asierra","1943","9","28","","arthur-otto-sierra-member.jpg","3807 Blanco Rd","","San Antonio","TX","78204","USA","","","","","","","asierra@example.com","","","","","","","","","","","","","","","","","","M","","","Charlotte","charlotte.sierra@example.com","","","","","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Joint","Person","2","","","Yes","Sierra, Arthur","45.00","","05/02/2026","PayPal","06/30/2026","","Yes","","10","12/17/2025","","admin","05/30/2026","10071"
"Anderson, Edna","","","Edna","","","Ford","Not Used","Anderson","","No","10/02/2010","eanderson","1987","5","15","","edna-anderson-member.jpg","7500 Pine St","","Tulsa","OK","74101","USA","(918) 555-9952","(918) 555-3216","","","Telephone","","andersone@example.org","","","","","","","","","","","","","","","","","","F","","","","","","Indexing; Bookkeeping","Canary Islanders of San Antonio; 17th century New England; Hill Country settlers","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Anderson, Edna","35.00","","11/27/2021","Credit Card","02/11/2022","Membership drive 2022","Yes","","0","","","admin","01/06/2022","10072"
