"Groom Name","Bride Name","Marriage Date","County","Volume","Page","Notes"
"Hans Schulz","Helen White","11/22/1921","Bexar","32","283",""
"Isidro Morales","Elizabeth Thomas","06/03/1892","Bexar","21","26","Performed by Judge R.H. Harrison"
"Ignacio Ramos","Clara Lehmann","08/05/1878","Bexar","16","418",""
"Kieran O'Connor","Felicitas Rivera","03/09/1930","Bexar","35","213","Performed by Judge R.H. Harrison"
"Antonio Cruz","Sophie Hoffmann","03/14/1929","Bexar","35","20",""
"Gustav Lehmann","Gertrud Mueller","09/07/1929","Bexar","35","109",""
"Bruno Hoffmann","Else Zimmermann","04/14/1919","Bexar","31","395",""
"Albert Baker","Hilda Schwarz","01/10/1895","Bexar","22","171","Witnesses present"
"Heinrich Schroeder","Helen Roberts","10/08/1918","Bexar","31","473",""
"August Hoffmann","Luz González","10/09/1922","Bexar","32","203",""
"Wilhelm Schulz","Colleen Sullivan","01/03/1907","Bexar","27","411",""
"Gerhard Klein","Elvira Gutiérrez","01/16/1921","Bexar","32","298",""
"Ludwig Schmitt","Consuelo Vásquez","03/18/1901","Bexar","24","336",""
"Heinrich Koch","Sophie Mueller","12/09/1927","Bexar","34","87",""
"Walter Wagner","Edith Baker","05/10/1886","Bexar","19","278",""
"Heinrich Meyer","Mary Wilson","05/06/1929","Bexar","35","59",""
"Aurelio Ramos","Sophie Hartmann","02/12/1930","Bexar","35","404","Minor — parental consent noted"
"Miguel Ortiz","Bertha Nelson","02/03/1935","Bexar","37","84",""
"Isidro Díaz","Louisa Mueller","07/04/1904","Bexar","25","414",""
"Henry Davis","Luz Fuentes","12/03/1932","Bexar","36","500",""
"Gregorio Herrera","Olga Richter","04/02/1903","Bexar","25","19",""
"Rafael Martínez","Brigid O'Connor","01/11/1927","Bexar","34","442",""
"Francisco Sánchez","Sophie Schroeder","12/25/1915","Bexar","29","175",""
"Richard Wilson","Petra Moreno","01/10/1886","Bexar","19","341",""
"Carlos Vásquez","Eileen Kennedy","09/12/1846","Bexar","4","39",""
"Walter Smith","Elena Salinas","03/17/1885","Bexar","18","309",""
"Francisco Pérez","Brigid Kennedy","10/07/1860","Bexar","9","299",""
"Carlos Gutiérrez","Ida Adams","12/18/1885","Bexar","18","479",""
"Ludwig Weidemann","Hilda Weber","01/10/1933","Bexar","36","471",""
"Jesús Castillo","Alice Williams","01/04/1917","Bexar","30","457",""
"Adolph Richter","Augusta Wagner","04/03/1915","Bexar","29","172",""
"Hans Lange","Mary Martin","03/06/1925","Bexar","33","378",""
"Clarence Wilson","Bridget O'Connor","10/26/1897","Bexar","23","374",""
"Andrés Cruz","Dolores Vásquez","05/12/1913","Bexar","29","70",""
"Hans Schäfer","Juana Sánchez","11/20/1869","Bexar","12","255","Second marriage"
"Ernst Werner","Carmen Rivera","02/22/1911","Bexar","28","128",""
"Ramón González","Lillie Jones","02/19/1872","Bexar","14","2",""
"James White","Dolores Medina","11/26/1926","Bexar","34","64",""
"Héctor Vásquez","Augusta Wolf","03/07/1920","Bexar","31","200",""
"Charles Martin","Augusta Klein","07/15/1880","Bexar","16","82","Second marriage"
"Clarence Taylor","Rosa Moreno","03/14/1897","Bexar","23","394","Witnesses present"
"Guadalupe Cantu","Consuelo Medina","08/13/1897","Bexar","23","139",""
"Antonio Martínez","Harriet Jackson","09/21/1915","Bexar","29","479",""
"Rafael Ortiz","Augusta Steinemann","12/13/1899","Bexar","24","11","Second marriage"
"Luis Ortiz","Ida Mitchell","03/21/1913","Bexar","29","255",""
"José Salinas","Ida White","08/07/1880","Bexar","16","96",""
"Feliciano Chávez","Ramona Castillo","07/22/1920","Bexar","31","432",""
"Adolph Weber","Juana Díaz","01/28/1878","Bexar","16","173",""
"Eugene Anderson","Ida Schwarz","02/19/1884","Bexar","18","459",""
"Wilhelm Becker","Hedwig Werner","09/15/1923","Bexar","32","368",""
"Henry Thomas","Lupe García","02/09/1889","Bexar","20","330",""
"Ernst Fischer","Consuelo Sánchez","10/18/1896","Bexar","22","383",""
"John Martin","Hedwig Wagner","12/01/1924","Bexar","33","475",""
"Henry Nelson","Gertrud Weber","04/19/1917","Bexar","30","143","Previously widowed"
"Rafael Medina","Emilie Mueller","10/01/1917","Bexar","30","342",""
"Pedro Reyes","Florence Miller","03/10/1862","Bexar","10","236","Catholic ceremony"
"Antonio González","Elvira Morales","05/27/1928","Bexar","34","352",""
"Otto Schroeder","Esperanza Treviño","11/27/1891","Bexar","21","458",""
"Pedro Morales","Petra Pérez","03/09/1924","Bexar","33","366",""
"Bruno Bergmann","Pearl Anderson","10/18/1857","Bexar","8","339",""
"Kieran Kelly","Olga Hoffmann","04/24/1918","Bexar","31","409",""
"Ernesto Moreno","Soledad Ramos","10/04/1948","Bexar","42","408",""
"Charles Baker","Emma Young","10/23/1921","Bexar","32","378",""
"Pedro Reyes","Mabel Roberts","09/03/1918","Bexar","31","124",""
"Aurelio Hernández","Concepción Ramírez","07/16/1842","Bexar","2","436",""
"Florencio Reyes","Helene Neumann","02/14/1908","Bexar","27","370",""
"Feliciano Salinas","Augusta Steinemann","01/25/1882","Bexar","17","14",""
"Friedrich Fischer","Felicitas Hernández","08/26/1892","Bexar","21","51",""
"Frank Johnson","Bertha Smith","06/13/1882","Bexar","17","345",""
"Samuel Adams","Esperanza Hernández","10/22/1889","Bexar","20","296",""
"Aurelio Rodríguez","Felicitas Moreno","01/11/1930","Bexar","35","195",""
"August Mueller","Guadalupe García","07/12/1895","Bexar","22","326",""
"Aurelio Castillo","Clara Richter","07/05/1895","Bexar","22","409",""
"Jesús Treviño","Louisa Schäfer","10/13/1937","Bexar","38","374","Previously widowed"
"Ignacio López","Katharina Klein","09/15/1919","Bexar","31","317",""
"Colm Doyle","Else Wagner","05/26/1883","Bexar","18","25",""
"Edward Carter","Hedwig Weidemann","05/21/1880","Bexar","16","376",""
"George Young","Harriet Perez","04/13/1903","Bexar","25","368",""
"Heinrich Richter","Carmen Rodríguez","10/22/1905","Bexar","26","152",""
"Ludwig Klein","María Cruz","12/05/1933","Bexar","36","189",""
"Walter Miller","Felicitas Ortiz","07/10/1882","Bexar","17","485",""
"Rafael Treviño","Elizabeth Davis","12/22/1894","Bexar","22","189",""
"Ludwig Becker","Bridget O'Connor","05/14/1904","Bexar","25","406",""
"Tomás Martínez","Emma Thomas","09/17/1924","Bexar","33","92",""
"Eusebio Ramírez","Marta Hartmann","05/22/1882","Bexar","17","328","Performed by Judge R.H. Harrison"
"Miguel Morales","Brigid Sullivan","10/11/1869","Bexar","12","453",""
"Ramón Torres","Sarah Brown","09/15/1895","Bexar","22","370",""
"Juan Díaz","Josefa Díaz","07/21/1888","Bexar","19","166",""
"Héctor González","Sarah Roberts","09/16/1934","Bexar","37","389",""
"Michael Brennan","Aoife Doyle","01/01/1913","Bexar","29","467",""
"James Allen","Felicitas Domínguez","10/17/1888","Bexar","19","474","Previously widowed"
"Ignacio Herrera","Elena Sánchez","01/20/1890","Bexar","20","349",""
"Florencio Cantu","Guadalupe Rodríguez","02/28/1884","Bexar","18","270",""
"Karl Schwarz","Consuelo Molina","01/19/1901","Bexar","24","72",""
"Otto Gruenewald","Edith King","02/08/1889","Bexar","20","232",""
"Manuel Hernández","Guadalupe Moreno","07/24/1914","Bexar","29","22",""
"Gustav Schulz","Clara Klein","12/02/1930","Bexar","35","266",""
"Antonio Chávez","Mary Johnson","01/17/1948","Bexar","42","454",""
"Bernardo Hernández","Mary Jackson","02/11/1909","Bexar","27","482",""
"Pedro Morales","Concepción Cantu","09/18/1907","Bexar","27","94",""
"Agustín Herrera","Hedwig Krüger","04/17/1916","Bexar","30","426",""
"John Brown","Soledad García","04/11/1894","Bexar","22","153",""
"Eugene Baker","Alice White","11/12/1894","Bexar","22","315",""
"Gregorio Treviño","Anna Braun","06/19/1901","Bexar","24","298",""
"Samuel Allen","María Medina","03/13/1911","Bexar","28","388",""
"Walter Schmitt","Clara Steinemann","09/21/1874","Bexar","14","310",""
"Albert Williams","Grace Jones","10/13/1903","Bexar","25","327",""
"Jesús Pérez","Felicitas Gutiérrez","04/06/1930","Bexar","35","456",""
"Feliciano Reyes","Carmen Chávez","01/14/1915","Bexar","29","319",""
"Eamon Kelly","Rosa Ramos","11/15/1840","Bexar","2","90",""
"Eusebio Reyes","Katharina Koch","06/21/1918","Bexar","31","125",""
"Gerhard Schmitt","Elena García","11/04/1889","Bexar","20","73",""
"Walter Koch","Ramona Torres","06/18/1928","Bexar","34","347",""
"Heinrich Lehmann","Mathilde Richter","02/27/1920","Bexar","31","111","Catholic ceremony"
"Thomas Scott","Alice Adams","06/19/1913","Bexar","29","173",""
"Edward Carter","Lupe Molina","10/26/1895","Bexar","22","396",""
"Wilhelm Steinemann","Esperanza Fuentes","01/22/1837","Bexar","1","437",""
"Emil Fischer","Kathleen McCarthy","09/07/1886","Bexar","19","39","Minor — parental consent noted"
"Richard Carter","Bridget O'Brien","09/02/1885","Bexar","18","314",""
"Agustín Rodríguez","Bessie Johnson","03/28/1929","Bexar","35","323",""
"Albert Wright","Bertha Schmidt","11/09/1865","Bexar","11","139","Catholic ceremony"
"Klaus Schäfer","Guadalupe Medina","07/25/1929","Bexar","35","442",""
"Antonio Cantu","Ramona Hernández","12/21/1899","Bexar","24","423",""
"Juan Flores","Lena Fischer","01/13/1870","Bexar","13","480",""
"Heinrich Becker","Angela Reyes","06/12/1888","Bexar","19","367",""
"Ernesto Pérez","Helene Wolf","11/04/1890","Bexar","20","41",""
"Francisco Reyes","Mabel Carter","06/05/1922","Bexar","32","240",""
"Adolph Richter","Dolores Medina","09/10/1922","Bexar","32","158",""
"Pedro Salinas","Francisca Moreno","07/09/1886","Bexar","19","146",""
"Miguel Ortiz","Lillie Martin","08/24/1889","Bexar","20","405",""
"Otto Fischer","Esperanza Hernández","10/18/1942","Bexar","40","424",""
"Franz Neumann","Helen Davis","12/27/1901","Bexar","24","252",""
"August Schulz","Mabel Mitchell","02/28/1868","Bexar","12","264",""
"Gustav Klein","Consuelo Medina","08/26/1839","Bexar","1","360",""
"Walter Jackson","Frieda Wolf","07/28/1883","Bexar","18","481",""
"Clarence Adams","Mary Thomas","09/05/1885","Bexar","18","44",""
"Ramón Cantu","Esperanza Hernández","11/12/1923","Bexar","32","8",""
"August Weidemann","Lupe Molina","02/17/1926","Bexar","34","334",""
"Tomás Ramírez","Francisca Ramos","09/19/1842","Bexar","2","274",""
"Héctor Moreno","Mary Davis","06/26/1882","Bexar","17","18",""
"Hermann Hartmann","Helen Baker","05/17/1924","Bexar","33","497",""
"Bernardo Garza","Bertha Thompson","11/03/1884","Bexar","18","146",""
"Bruno Wolf","Bridget Ryan","06/06/1885","Bexar","18","121",""
"Emil Schroeder","Felicitas Rivera","08/09/1919","Bexar","31","195",""
"Michael Ryan","Olga Schroeder","07/18/1911","Bexar","28","77",""
"Walter Neumann","Bertha Gruenewald","09/19/1877","Bexar","15","101",""
"Eugene Anderson","Anna Richter","11/26/1923","Bexar","32","122",""
"Friedrich Hartmann","Nellie Adams","12/20/1885","Bexar","18","170",""
"Friedrich Hartmann","Lupe Rivera","06/09/1880","Bexar","16","129",""
"August Zimmermann","Carmen Cantu","05/06/1915","Bexar","29","327",""
"Fergus Ryan","Augusta Lehmann","04/18/1894","Bexar","22","492",""
"Karl Koch","Augusta Fischer","03/18/1900","Bexar","24","390",""
"Eamon Kelly","Bessie Jackson","03/13/1916","Bexar","30","485",""
"Charles Anderson","Louisa Weber","02/18/1912","Bexar","28","364",""
"Agustín Herrera","Clara Steinemann","10/11/1881","Bexar","17","388",""
"Franz Schulz","Elena Sánchez","10/03/1902","Bexar","25","475",""
"Harold Martin","Dolores Garza","01/03/1897","Bexar","23","430",""
"Manuel Salinas","Rosa Salinas","02/07/1862","Bexar","10","374",""
"Ernst Gruenewald","Else Weber","08/28/1907","Bexar","27","163","Witnesses present"
"Antonio Pérez","Felicitas Hernández","03/15/1902","Bexar","25","197",""
"Thomas Green","Sophie Schwarz","03/25/1926","Bexar","34","245","Performed by Judge R.H. Harrison"
"Aurelio Cantu","Bertha Weidemann","07/14/1929","Bexar","35","30",""
"Frederick Thompson","Olga Schwarz","03/05/1899","Bexar","24","253",""
"Franz Schwarz","Mathilde Klein","06/26/1938","Bexar","38","365",""
"Aurelio Ramírez","Juana Sánchez","12/14/1940","Bexar","39","171","Second marriage"
"John Jones","Nellie Wright","04/03/1921","Bexar","32","491",""
"Karl Lehmann","Concepción Rodríguez","06/16/1900","Bexar","24","18",""
"Walter Schwarz","Emma Taylor","09/20/1913","Bexar","29","197",""
"Conrad Meyer","Katharina Klein","08/24/1920","Bexar","31","487",""
"Friedrich Meyer","Remedios Flores","04/03/1873","Bexar","14","270",""
"Eugene Nelson","Alice Miller","04/20/1853","Bexar","6","74",""
"Ludwig Braun","Francisca García","04/14/1903","Bexar","25","135",""
"Andrés Ramos","Soledad Flores","09/23/1888","Bexar","19","45",""
"Pedro Cantu","Gertrud Hoffmann","09/21/1883","Bexar","18","137",""
"Tomás González","Juana Hernández","11/24/1929","Bexar","35","233",""
"Hermann Werner","Guadalupe Rivera","11/16/1852","Bexar","6","90","Previously widowed"
"Guadalupe Morales","Pearl Davis","06/06/1840","Bexar","2","89",""
"Colm Sullivan","Florence Brown","06/22/1939","Bexar","38","438",""
"Hermann Schwarz","Katharina Bergmann","06/23/1921","Bexar","32","494",""
"Gerhard Becker","Elena Castillo","12/21/1911","Bexar","28","238",""
"Charles Davis","Grace Wilson","06/09/1910","Bexar","28","444",""
"Arthur King","Emma Davis","10/15/1914","Bexar","29","2",""
"Manuel Flores","Consuelo Ramos","12/04/1900","Bexar","24","110",""
"Richard Jones","Hedwig Weidemann","03/01/1888","Bexar","19","416",""
"Brendan Doyle","Elvira López","01/02/1891","Bexar","21","136",""
"August Neumann","Mathilde Wolf","12/24/1893","Bexar","21","370",""
"Aurelio Cantu","Luz Molina","01/07/1939","Bexar","38","9",""
"Ernesto Hernández","Pearl Anderson","06/27/1884","Bexar","18","447",""
"Eusebio Hernández","Carmen Flores","10/24/1930","Bexar","35","179",""
"Miguel Fuentes","Elvira Díaz","01/19/1892","Bexar","21","213",""
"Gregorio Herrera","Rosa Torres","03/24/1920","Bexar","31","78",""
"Gregorio Ramos","Bertha Schmidt","12/22/1929","Bexar","35","46",""
"Francisco Ramírez","Elizabeth Brown","08/05/1882","Bexar","17","371",""
"Clarence Adams","Katharina Becker","12/07/1932","Bexar","36","19",""
"Ernesto Garza","María Rivera","05/25/1922","Bexar","32","267",""
"Samuel Davis","Elena Martínez","07/21/1924","Bexar","33","269",""
"José Salinas","Nora Gallagher","01/27/1888","Bexar","19","422",""
"Frank Thomas","Sarah Nelson","01/26/1920","Bexar","31","477",""
"Klaus Bauer","Beatriz Herrera","02/08/1936","Bexar","37","497",""
"Miguel Chávez","Ida Anderson","05/25/1904","Bexar","25","474",""
"Edward Williams","Alice Smith","01/14/1910","Bexar","28","64",""
"Ramón Herrera","Esperanza López","02/14/1926","Bexar","34","219",""
"Ramón Ramírez","Elena Pérez","03/27/1896","Bexar","22","450",""
"Hermann Lange","Grace Johnson","01/20/1887","Bexar","19","186",""
"Conrad Zimmermann","Ruth Thomas","05/20/1930","Bexar","35","34",""
"Adolph Bauer","Esperanza Cruz","03/27/1886","Bexar","19","415",""
"Karl Schmidt","Frieda Lehmann","01/07/1852","Bexar","6","14",""
"Walter Young","Angela Molina","08/06/1885","Bexar","18","217",""
"Bruno Weber","Nellie Harris","01/28/1917","Bexar","30","369",""
"Juan Ramos","Remedios González","04/02/1886","Bexar","19","237",""
"Juan Moreno","Remedios Castillo","07/06/1892","Bexar","21","59",""
"Tomás Chávez","Soledad Cantu","07/20/1925","Bexar","33","130",""
"Andrés García","Amparo Díaz","08/09/1890","Bexar","20","430",""
"Antonio Hernández","Josefa Cruz","08/01/1926","Bexar","34","17","Performed by Judge R.H. Harrison"
"Walter Weber","Concepción Martínez","02/02/1938","Bexar","38","229",""
"Karl Weidemann","María Ortiz","09/03/1914","Bexar","29","421",""
"Edward Allen","Consuelo Rodríguez","01/09/1891","Bexar","21","313",""
"Tomás Gutiérrez","Lena Gruenewald","10/17/1905","Bexar","26","253",""
"Ernst Wolf","Frieda Gruenewald","09/24/1918","Bexar","31","150",""
"Thomas Jones","Elena López","05/08/1916","Bexar","30","120",""
"Walter Davis","Beatriz Moreno","10/15/1887","Bexar","19","414","Previously widowed"
"Edward Davis","Alice Smith","09/15/1883","Bexar","18","420",""
"Thomas Williams","Emilie Hartmann","11/26/1881","Bexar","17","339",""
"Andrés Hernández","Amparo Medina","02/15/1851","Bexar","6","493","Witnesses present"
"Hans Schäfer","Louisa Smith","02/18/1945","Bexar","41","476",""
"Andrés Ramírez","Rosa Medina","06/17/1950","Bexar","42","263",""
"Guadalupe Treviño","Anna Schwarz","05/18/1881","Bexar","17","24",""
"Gregorio Hernández","Florence Carter","02/10/1916","Bexar","30","305",""
"William Roberts","Catalina Castillo","11/14/1913","Bexar","29","287",""
"Eusebio Molina","Sophie Hartmann","01/19/1897","Bexar","23","182",""
"Florencio Hernández","Helen Brown","08/18/1882","Bexar","17","329",""
"Gerhard Schwarz","Elvira Vásquez","08/19/1929","Bexar","35","409",""
"Emil Wagner","Guadalupe Domínguez","10/13/1873","Bexar","14","197",""
"Harold White","Angela Gutiérrez","01/05/1908","Bexar","27","288",""
"Pedro Cantu","Katharina Gruenewald","09/18/1897","Bexar","23","65","Witnesses present"
"Seamus Walsh","Hedwig Lange","01/14/1919","Bexar","31","71",""
"Antonio Medina","Helene Klein","02/10/1884","Bexar","18","38",""
"Frederick Perez","Mabel Thomas","11/27/1918","Bexar","31","84",""
"Walter Brown","Catalina Domínguez","03/08/1880","Bexar","16","23",""
"Aurelio Pérez","Anna Weidemann","05/16/1897","Bexar","23","75",""
"Walter Koch","Wilhelmine Lange","10/14/1881","Bexar","17","206",""
"Conrad Bergmann","Sarah Adams","05/20/1924","Bexar","33","276",""
"Wilhelm Schwarz","Anna Steinemann","03/04/1915","Bexar","29","140","Performed by Judge R.H. Harrison"
"Karl Lehmann","Concepción Rivera","07/09/1917","Bexar","30","280",""
"Klaus Lehmann","Pearl Jackson","08/10/1915","Bexar","29","477",""
"Heinrich Koch","Lupe Salinas","02/04/1843","Bexar","3","315",""
"Otto Schmidt","Harriet Thomas","12/02/1904","Bexar","25","180",""
"Walter Hartmann","Mabel Carter","09/26/1928","Bexar","34","203",""
"Héctor Ramírez","Teresa Ortiz","01/13/1918","Bexar","31","249","Second marriage"
"Hans Schäfer","Grace Thompson","03/02/1869","Bexar","12","151",""
"Liam Doyle","Ida King","07/02/1911","Bexar","28","168",""
"José Gutiérrez","Margarita Herrera","09/01/1880","Bexar","16","293",""
"Dermot Sullivan","Remedios Martínez","06/09/1895","Bexar","22","410",""
"Antonio Rivera","Bessie Green","07/21/1886","Bexar","19","172",""
"Juan García","Ida Wagner","03/05/1852","Bexar","6","151",""
"Albert White","Colleen Ryan","07/05/1899","Bexar","24","392",""
"José Pérez","Lupe Pérez","05/18/1912","Bexar","28","409",""
"Juan García","Ida Smith","09/13/1917","Bexar","30","247",""
"Brendan Sullivan","Florence Allen","08/26/1902","Bexar","25","460","Performed by Judge R.H. Harrison"
"Walter Lehmann","Esperanza Chávez","02/06/1926","Bexar","34","28",""
"Eusebio Fuentes","Petra Cantu","07/28/1926","Bexar","34","386",""
"Adolph Gruenewald","Louisa Hoffmann","05/05/1859","Bexar","9","64",""
"Hermann Neumann","Lupe Treviño","01/02/1871","Bexar","13","347",""
"Agustín Treviño","Angela Garza","04/28/1948","Bexar","42","451","Minor — parental consent noted"
"Robert Roberts","Ruth Taylor","12/24/1915","Bexar","29","252",""
"Heinrich Wolf","Clara Schmitt","05/21/1922","Bexar","32","329",""
"Pedro Martínez","Soledad Vásquez","08/12/1884","Bexar","18","366","Witnesses present"
"Manuel Vásquez","Bridget Walsh","04/02/1920","Bexar","31","198",""
"Charles Anderson","Louisa Carter","04/11/1919","Bexar","31","435",""
"Juan Pérez","Clara Wolf","09/03/1898","Bexar","23","432",""
"Liam Walsh","Amparo Treviño","01/27/1907","Bexar","27","273",""
"Adolph Lange","Juana Morales","09/04/1930","Bexar","35","8",""
"Gustav Schulz","Frieda Meyer","09/22/1912","Bexar","28","131",""
"Harold Allen","Mathilde Neumann","12/20/1889","Bexar","20","32",""
"Eamon Gallagher","Harriet Brown","11/05/1908","Bexar","27","130",""
"Manuel Vásquez","Florence Moore","09/21/1893","Bexar","21","116",""
"Ramón Cruz","Frieda Meyer","11/18/1919","Bexar","31","256","Minor — parental consent noted"
"Frederick Miller","Maureen McCarthy","12/19/1883","Bexar","18","286",""
"Francisco González","Mary Davis","01/03/1880","Bexar","16","355",""
"Emil Weber","María Fuentes","01/18/1852","Bexar","6","43",""
"Ernesto Hernández","Elvira Cruz","06/21/1874","Bexar","14","125",""
"Aurelio López","Ethel White","09/21/1935","Bexar","37","71",""
"Tomás Salinas","Emma Johnson","01/15/1926","Bexar","34","428",""
"James Thomas","Ethel Anderson","07/15/1912","Bexar","28","428","Second marriage"
"John White","Clara Klein","01/21/1884","Bexar","18","202",""
"Manuel Hernández","Mabel Taylor","09/11/1908","Bexar","27","52",""
"Frederick Moore","Harriet Johnson","06/25/1880","Bexar","16","288",""
"Gerhard Becker","Carmen Vásquez","10/20/1916","Bexar","30","208",""
"Friedrich Neumann","Petra Sánchez","11/21/1923","Bexar","32","249",""
"José Treviño","Helen Davis","10/15/1884","Bexar","18","460",""
"Hermann Meyer","Josefa Ramírez","06/15/1924","Bexar","33","435",""
"Gerhard Gruenewald","Lillie Smith","09/28/1885","Bexar","18","3",""
"Colm Kennedy","Sarah Nelson","09/11/1901","Bexar","24","498",""
"August Schäfer","Alice Martin","03/26/1918","Bexar","31","39","Previously widowed"
"Eugene Jones","Juana Molina","05/06/1892","Bexar","21","84",""
"Richard Thompson","Olga Schmidt","05/24/1949","Bexar","42","375",""
"Thomas Carter","Hilda Bauer","06/14/1882","Bexar","17","400",""
"Tomás Torres","Margarita Herrera","10/01/1927","Bexar","34","481",""
"Ernesto Reyes","Bessie White","08/06/1883","Bexar","18","109",""
"Ignacio Rivera","Hedwig Braun","05/01/1926","Bexar","34","30","Witnesses present"
"Bruno Wagner","Lupe Medina","07/03/1888","Bexar","19","200",""
"Adolph Mueller","Marta Lehmann","11/23/1915","Bexar","29","386",""
"Tomás Treviño","Fiona Kelly","02/27/1950","Bexar","42","337","Minor — parental consent noted"
"Wilhelm Werner","Ramona Medina","03/07/1916","Bexar","30","23","Second marriage"
"Frederick Anderson","Anna Schroeder","11/03/1924","Bexar","33","450",""
"Eugene Green","Elena Reyes","10/17/1855","Bexar","7","240",""
"Ernst Steinemann","Nellie Jones","08/25/1897","Bexar","23","60",""
"Harold Nelson","Alice Martin","09/03/1899","Bexar","24","110",""
"William Johnson","Guadalupe Torres","11/20/1915","Bexar","29","207",""
"Guadalupe Moreno","Ramona Treviño","04/11/1913","Bexar","29","447",""
"Wilhelm Richter","Ida White","08/07/1907","Bexar","27","302",""
"Liam Flanagan","Soledad Díaz","06/26/1891","Bexar","21","117",""
"Liam Connelly","Ida Johnson","08/27/1883","Bexar","18","228",""
"Joseph Thomas","Gertrud Bauer","03/07/1905","Bexar","26","290",""
"Harold Johnson","Gertrud Bergmann","01/16/1850","Bexar","5","323",""
"Harold Brown","Emma Williams","09/13/1896","Bexar","22","49",""
"Johann Koch","Ruth Scott","12/06/1923","Bexar","32","87",""
"Klaus Bauer","Bessie Carter","12/03/1871","Bexar","13","350",""
"Manuel Ramírez","Concepción Cantu","01/06/1844","Bexar","3","441",""
"John Williams","Concepción Morales","06/26/1860","Bexar","9","336",""
"August Krüger","Bessie Johnson","08/04/1882","Bexar","17","392",""
"Antonio Ramos","Marta Weidemann","10/22/1927","Bexar","34","188",""
"William Johnson","Francisca Moreno","04/10/1916","Bexar","30","396",""
"Tomás Sánchez","Margarita Ramírez","04/14/1949","Bexar","42","24",""
"Ludwig Fischer","Elena Pérez","06/20/1920","Bexar","31","316",""
"Dermot Kennedy","Mabel Roberts","06/05/1916","Bexar","30","24",""
"Juan Domínguez","Fiona Gallagher","07/19/1881","Bexar","17","220",""
"Eugene Johnson","Francisca Medina","12/08/1882","Bexar","17","246",""
"Johann Lange","Edith Scott","05/19/1898","Bexar","23","358",""
"Ramón Martínez","Catalina Ramos","06/11/1890","Bexar","20","5",""
"Friedrich Fischer","Clara Koch","03/10/1905","Bexar","26","55",""
"Tomás López","Mathilde Lange","04/10/1865","Bexar","11","170",""
"Eusebio González","Ida Gruenewald","04/01/1902","Bexar","25","327",""
"Walter Neumann","María Torres","02/13/1851","Bexar","6","202",""
"Harold Roberts","Amparo Garza","06/25/1895","Bexar","22","449",""
"Gerhard Wolf","Teresa Rivera","12/19/1917","Bexar","30","395",""
"Juan Reyes","Siobhan Connelly","01/23/1891","Bexar","21","73",""
"Pedro Rodríguez","Angela Martínez","01/15/1888","Bexar","19","59","Performed by Judge R.H. Harrison"
"Charles Green","Mary Davis","03/04/1924","Bexar","33","332",""
"George Williams","Remedios Sánchez","12/01/1911","Bexar","28","352",""
"Francisco Sánchez","Wilhelmine Schwarz","09/03/1915","Bexar","29","374",""
"Eusebio Ramos","Sophie Wagner","07/18/1849","Bexar","5","265","Second marriage"
"Richard Roberts","Soledad Morales","10/05/1904","Bexar","25","261",""
"Otto Lehmann","Gertrud Bergmann","11/04/1883","Bexar","18","264",""
"Arthur Davis","Esperanza Morales","03/21/1914","Bexar","29","475",""
"Gregorio Torres","Josefa Castillo","11/07/1897","Bexar","23","375",""
"Clarence Baker","Petra Treviño","04/23/1925","Bexar","33","6",""
"James Jones","Dolores López","12/05/1925","Bexar","33","113",""
"Guadalupe Herrera","Carmen Pérez","04/02/1925","Bexar","33","461",""
"Manuel Domínguez","Guadalupe Domínguez","01/22/1892","Bexar","21","423","Previously widowed"
"Charles Roberts","Ruth Harris","02/20/1917","Bexar","30","276",""
"James Wright","Juana Hernández","12/03/1923","Bexar","32","241",""
"John Mitchell","Pearl Baker","02/26/1864","Bexar","11","15",""
"Eugene Carter","Juana Vásquez","10/03/1889","Bexar","20","411",""
"Walter Martin","Guadalupe Treviño","07/27/1903","Bexar","25","497",""
"Wilhelm Richter","Francisca Torres","07/12/1912","Bexar","28","186","Witnesses present"
"Feliciano Ortiz","Guadalupe Medina","04/22/1887","Bexar","19","157",""
"Ramón Domínguez","Elena Vásquez","03/28/1892","Bexar","21","87",""
"Karl Fischer","Carmen Ortiz","11/05/1906","Bexar","26","471",""
"Agustín Salinas","Carmen Pérez","11/02/1912","Bexar","28","274",""
"Harold Scott","Lena Weidemann","04/24/1920","Bexar","31","160",""
"Harold Allen","Augusta Schulz","04/05/1901","Bexar","24","369",""
"Eamon Kelly","Elizabeth Thomas","04/09/1894","Bexar","22","487",""
"Charles Williams","Margarita Herrera","12/09/1903","Bexar","25","190",""
"Joseph Roberts","Augusta Schroeder","07/19/1909","Bexar","27","365",""
"Edward Baker","Bessie Miller","07/12/1895","Bexar","22","289",""
"Joseph Jackson","Bertha Adams","07/07/1884","Bexar","18","464",""
"Jesús Moreno","Soledad García","05/17/1919","Bexar","31","45",""
"Ernesto Torres","Margarita Vásquez","03/04/1908","Bexar","27","437",""
"Carlos Ramírez","Felicitas Sánchez","02/27/1904","Bexar","25","147","Previously widowed"
"Fergus Gallagher","Ramona Flores","02/10/1941","Bexar","39","398",""
"Isidro López","Ida Schulz","04/04/1909","Bexar","27","493",""
"James Young","Frieda Schroeder","06/06/1942","Bexar","40","73",""
"Eusebio Medina","Soledad Castillo","06/27/1893","Bexar","21","497",""
"George White","Louisa Nelson","11/21/1897","Bexar","23","456",""
"Ignacio Díaz","Emilie Steinemann","01/23/1923","Bexar","32","271",""
