"First Name","Last Name","Preferred Name","Email","Phone","Cell Phone","Address 1","City","State","Zip","Country","Gender","Birthday","Join Date","Expiration Date","Status","Membership Plan","Amount Paid","Payment Method","Payment Date","Marital Status","Surnames Researched","Notes"
"Dominique","Griffin","Dominique","dominique78@hotmail.com","(361) 719-5918","","27547 Pat Booker Rd","Corpus Christi","TX","78316","US","Female","09/25/1970","11/03/2024","03/04/2026","Grace Period","Organization","100.00","Check","10/30/2024","Married","Pham; Price",""
"Anthony","Baker","Anthony","abaker@gmail.com","(210) 340-4281","","18659 Stone Oak Pkwy Unit 798","San Antonio","TX","78262","US","Male","06/21/1999","03/19/2019","03/18/2020","Active","Individual","45.00","Credit Card","03/12/2019","Widowed","Wisniewski",""
"Teresa","Doyle","Teresa","","(210) 214-6279","","17401 N New Braunfels Ave Apt 642","San Antonio","TX","78228","US","Female","03/04/1951","01/10/2018","01/10/2019","Active","Individual","45.00","Cash","01/03/2018","Widowed","Pemberton; Green",""
"Diana","Russell","Diana","dianarussell@swbell.net","(713) 416-1359","","5538 NW Military Hwy","Houston","TX","77048","US","Female","09/20/1947","11/27/2022","11/27/2023","Active","Senior","30.00","Check","11/26/2022","Married","O'Connor; Callaway; Carter",""
"Jennifer","Knight","Jennifer","knight.jennifer@yahoo.com","(210) 723-2928","","25716 Babcock Rd","San Antonio","TX","78299","US","Female","04/12/1960","08/07/2016","08/07/2017","Expired","Individual","45.00","Credit Card","07/31/2016","Married","",""
"Dominique","Chapman","Dominique","d.chapman@gmail.com","(361) 667-5850","","1642 Austin Hwy","Corpus Christi","TX","78437","US","Female","07/24/1968","01/28/2024","01/27/2025","Active","Student","20.00","Check","01/26/2024","Married","Gray; Kimball; Lee; Alexander; Hughes; Parker; King",""
"Gloria","Lynch","Gloria","g.lynch@yahoo.com","(210) 363-2699","","19358 Cibolo Creek","San Antonio","TX","78123","US","Female","10/01/1974","03/16/2023","03/15/2024","Lapsed","Student","20.00","Cash","03/15/2023","Divorced","Beaumont",""
"Bozena","Harrison","Bozena","b.harrison@hotmail.com","(210) 693-6664","","21018 Rigsby Ave Apt 12","San Antonio","TX","78264","US","Female","03/03/1980","05/02/2020","05/02/2021","Expired","Individual","45.00","PayPal","04/26/2020","Married","Cantu; Wojcik; Lewis","Research focus: Texas Revolution"
"Margaret","Taylor","Maggie","","(210) 818-5990","","18427 Harry Wurzbach Rd","San Antonio","TX","78143","US","Female","04/28/1936","08/23/2022","08/23/2023","Active","Individual","45.00","Credit Card","08/16/2022","Married","Hughes; Butler","Hosts study group; Church records researcher; Gift membership from spouse"
"Raymond","Chapman","Ray","raymondchapman@outlook.com","(210) 933-6536","","13582 Commerce St","San Antonio","TX","78298","US","Male","10/31/1957","12/02/2015","12/01/2016","Active","Honorary","0.00","PayPal","11/26/2015","Widowed","Campbell; Abernathy; Tran",""
"Rebecca","Fitzgerald","Rebecca","rebeccafitzgerald@gmail.com","(210) 501-8419","","4528 Old Pearsall Rd","San Antonio","TX","78189","US","Female","12/30/1950","12/10/2019","12/09/2020","Active","Individual","45.00","Credit Card","12/08/2019","","Fitzgerald; Villarreal; Abernathy; Westbrook; Jenkins; Ellington; King",""
"Nia","Zhang","Nia","nia.zhang@sbcglobal.net","(210) 590-3381","(210) 404-5374","24583 Zarzamora St","San Antonio","TX","78118","US","Female","05/07/1969","02/20/2023","02/20/2024","Expired","Individual","45.00","Credit Card","02/17/2023","Widowed","Barnett; Kelly",""
"Carter","Fitzgerald","Carter","carter.fitzgerald@aol.com","(210) 407-8259","","20768 Quail Creek","San Antonio","TX","78196","US","Male","04/25/1971","11/03/2021","11/03/2022","Expired","Individual","45.00","Check","11/01/2021","Widowed","Watson",""
"Lonnie","Hicks","Lonnie","","(210) 240-3518","","19559 Military Dr","San Antonio","TX","78162","US","Male","02/26/1962","09/03/2024","09/03/2025","Expired","Individual","45.00","Credit Card","09/01/2024","Married","Morgan","DNA project coordinator"
"Douglas","Trevino","Douglas","trevinod@comcast.net","(210) 240-6258","","26091 Callaghan Rd","San Antonio","TX","78103","US","Male","06/17/1977","11/07/2016","11/07/2017","Expired","Individual","45.00","Check","11/06/2016","Divorced","De La Cruz; Pruett; Johnson; Fairchild; Thompson; Rogers; Galbraith",""
"Otto","Wu","Otto","o.wu@gmail.com","(214) 224-8523","","1242 Roosevelt Ave Unit 814","Dallas","TX","75171","US","Male","","08/21/2021","08/21/2022","Expired","Organization","100.00","PayPal","08/16/2021","Married","Northcutt; Hawthorne; Ashworth",""
"Nancy","Gonzalez","Nancy","n.gonzalez@yahoo.com","(210) 590-7473","","1010 Redland Rd","San Antonio","TX","78217","US","Female","09/10/1975","12/21/2022","12/21/2023","Deceased","Individual","45.00","Check","12/21/2022","Single","Johnson",""
"Darryl","Turner","Darryl","darryl.turner93@aol.com","(361) 364-4014","","27354 Encino Rio","Corpus Christi","TX","78485","US","Male","09/15/1980","05/04/2022","05/04/2023","Active","Individual","45.00","Check","04/27/2022","","Rivera; Hall; Brooks; Ashworth",""
"Guillermo","De La Cruz","Guillermo","delacruzg@hotmail.com","(817) 372-1079","","25745 Wilderness Oak","Fort Worth","TX","76035","US","Male","12/11/1941","05/16/2020","05/16/2021","Lapsed","Individual","45.00","PayPal","05/14/2020","Single","",""
"Monique","Myers","Monique","myers.m3@sbcglobal.net","(512) 987-4485","","18075 Misty Glen","Austin","TX","73760","US","Female","07/08/1942","03/15/2024","03/15/2025","Lapsed","Individual","45.00","PayPal","03/14/2024","Married","Blackwood; Pemberton; Roberts; Quincy",""
"Carolyn","Sanders","Carolyn","c.sanders@yahoo.com","(210) 243-4387","","25935 Pat Booker Rd","San Antonio","TX","78105","US","Female","","11/27/2025","11/27/2026","Active","Individual","45.00","Check","11/23/2025","Single","Russell; Gonzales",""
"Donna","Porter","Donna","porterd@swbell.net","(210) 818-1108","","4554 Wilderness Oak","San Antonio","TX","78265","US","Female","03/06/1945","04/14/2018","04/14/2019","Active","Family","65.00","Credit Card","04/13/2018","Married","Perez; Southard","Moved from Austin"
"Jun","Jenkins","Jun","jenkins.jun@yahoo.com","(210) 729-7642","","18469 Winding Way Suite 970","San Antonio","TX","78227","US","Male","08/06/1999","10/27/2018","10/27/2019","Active","Individual","45.00","Credit Card","10/23/2018","Married","Li; Wang; Garcia; Murphy; Russell; Diaz",""
"Terrence","Estrada","Terrence","terrence22@att.net","(361) 744-9246","","3054 Highland Ave","Corpus Christi","TX","78499","US","Male","07/12/1956","08/26/2021","08/26/2022","Lapsed","Family","65.00","Credit Card","08/21/2021","Single","Barnett; Nguyen; Hall; Hartmann",""
"Christina","Roberts","Tina","roberts.c74@gmail.com","(210) 584-4365","","10352 Old Pearsall Rd","San Antonio","TX","78254","US","Female","09/14/1947","07/25/2025","07/25/2026","Active","Family","65.00","Check","07/18/2025","Married","Barnes; Nguyen; Flores",""
"Stephen","Rivera","Stephen","rivera.s28@hotmail.com","(210) 763-1852","","20837 Live Oak St","San Antonio","TX","78260","US","Male","02/09/1956","07/13/2016","07/13/2017","Active","Individual","45.00","PayPal","07/09/2016","Widowed","Phillips; Westbrook; Doyle; Kaminski; Williams; Sanchez","Mentors new researchers; DAR member"
"Liang","Marshall","Liang","liang.marshall@hotmail.com","(512) 482-7544","","12949 1st St","Round Rock","TX","78694","US","Male","09/10/1989","06/27/2022","06/27/2023","Expired","Individual","45.00","Check","06/24/2022","Married","Phillips",""
"Andrew","Soto","Andrew","asoto@icloud.com","(281) 776-8923","","24821 Autumn Mist","Houston","TX","77487","US","Male","01/16/1963","04/22/2022","04/22/2023","Active","Individual","45.00","Credit Card","04/17/2022","Married","Callaway; Peterson; Cox",""
"Declan","Becker","Declan","declanbecker@icloud.com","(830) 387-4115","","6543 Redland Rd","Kerrville","TX","78026","US","Male","10/12/1978","11/22/2024","11/22/2025","Active","Individual","45.00","PayPal","11/22/2024","Widowed","O'Sullivan",""
"Leroy","Reyes","Leroy","leroyreyes@comcast.net","(214) 255-9613","","15674 Culebra Rd","Dallas","TX","75387","US","Male","02/23/1957","11/07/2015","11/06/2016","Active","Individual","45.00","Check","11/06/2015","Married","Montoya; Peterson",""
"Anita","Becker","Anita","beckera@yahoo.com","(210) 486-8384","","4298 Pecan Valley","San Antonio","TX","78292","US","Female","07/28/1946","03/16/2024","03/16/2025","Active","Individual","45.00","Credit Card","03/14/2024","Married","Greenwood; Stricklen; Pruett; Hawthorne; Henderson",""
"Clarence","Walker","Clarence","clarence37@hotmail.com","(830) 660-6483","","11807 Timber Path","New Braunfels","TX","78115","US","Male","10/07/1968","05/12/2022","05/12/2023","Active","Family","65.00","Check","05/05/2022","Widowed","Blackwood",""
"Emma","Long","Emma","emma.long54@swbell.net","(830) 281-3654","","10273 Winding Way","Boerne","TX","78077","US","Female","08/25/1948","08/14/2022","08/14/2023","Lapsed","Individual","45.00","Check","08/14/2022","Married","Norwood; Callaway",""
"Connor","Morris","Connor","connor.morris@icloud.com","(972) 983-2363","","20254 Tezel Rd # 317","Dallas","TX","75031","US","Male","03/05/1956","06/28/2015","06/27/2016","Active","Individual","45.00","Cash","06/21/2015","Married","Montoya; Nowak; Green; Barnett; Villarreal; Campbell",""
"Catherine","Gupta","Catherine","catherinegupta@gmail.com","(817) 515-6992","","5103 Shady Oak Unit 353","Fort Worth","TX","76060","US","Female","08/31/1968","05/20/2023","05/19/2024","Expired","Individual","45.00","Check","05/20/2023","Single","Wisniewski; Fischer; Cox; Perez; Godfrey",""
"Aiden","Fisher","Aiden","afisher@yahoo.com","(210) 622-4080","","5978 San Pedro Ave","San Antonio","TX","78179","US","Male","08/07/1969","01/06/2025","01/06/2026","Active","Individual","45.00","Stripe","01/02/2025","Married","Bailey; Lee; Nelson; Jones",""
"Bruce","Burke","Bruce","burke.bruce@yahoo.com","(210) 273-9899","","6298 Hausman Rd","San Antonio","TX","78215","US","Male","07/25/1970","04/15/2025","04/15/2026","Deceased","Individual","45.00","Credit Card","04/14/2025","Single","Meriwether; Ross; Jenkins",""
"Margaret","Richardson","Marge","m.richardson@yahoo.com","(210) 532-1246","","9048 Rolling Oaks Unit 10","San Antonio","TX","78274","US","Female","10/05/1958","02/22/2018","02/22/2019","Active","Individual","45.00","PayPal","02/22/2018","Married","Young; Hill; Brennan; Bailey",""
"Ursula","Hoffman","Ursula","ursula.hoffman25@yahoo.com","(210) 456-1646","","14337 Silver Horn Dr","San Antonio","TX","78124","US","Female","06/24/1961","09/06/2022","09/06/2023","Active","Student","20.00","Check","09/04/2022","Married","Krawczyk; Smith; Westbrook",""
"Barbara","Wojcik","Barbara","barbarawojcik@hotmail.com","(210) 984-3525","","10571 Old Pearsall Rd","San Antonio","TX","78212","US","Female","03/06/1937","02/02/2021","02/02/2022","Lapsed","Individual","45.00","PayPal","01/27/2021","Single","Ward; Jackson; Gonzales; Morgan",""
"Nathan","Caldwell","Nathan","caldwelln@att.net","(210) 577-1955","","8711 Whisper Bend Apt 855","San Antonio","TX","78109","US","Male","02/04/1995","09/22/2019","09/21/2020","Expired","Individual","45.00","Check","09/20/2019","Single","Templeton; Westbrook; Nguyen; Simmons",""
"Valentina","Rogers","Val","valentina30@yahoo.com","(915) 763-6319","","13512 Church St","El Paso","TX","79877","US","Female","07/25/1961","08/15/2020","08/15/2021","Active","Family","65.00","Stripe","08/15/2020","Widowed","Stricklen; Green; Wood",""
"Joyce","Hudson","Joyce","","(830) 766-9376","","18731 Tezel Rd # 365","New Braunfels","TX","78117","US","Female","04/08/1984","10/07/2022","10/07/2023","Active","Individual","45.00","Credit Card","10/02/2022","Widowed","Rutherford; Callaway; Nguyen; Walker; Li",""
"Leroy","Gallagher","Leroy","leroy.gallagher99@gmail.com","(210) 988-4714","","27836 Shady Oak","San Antonio","TX","78106","US","Male","09/19/1935","01/22/2019","01/22/2020","Active","Individual","45.00","Credit Card","01/16/2019","","Lee; Morgan; Kowalski",""
"Eric","Fischer","Eric","efischer@outlook.com","(210) 992-3136","","15759 Silver Horn Dr","San Antonio","TX","78183","US","Male","12/17/1962","06/22/2023","06/21/2024","Active","Individual","45.00","Cash","06/21/2023","Married","Edwards; Jenkins",""
"Fiona","Rose","Fiona","fiona89@gmail.com","(210) 404-7124","","23872 Blanco Rd Apt 249","San Antonio","TX","78236","US","Female","","01/11/2021","01/11/2022","Active","Individual","45.00","Check","01/08/2021","Married","O'Sullivan; Whitfield",""
"Werner","Taylor","Werner","taylor.werner@swbell.net","(210) 913-5444","(281) 208-2091","12736 Sierra Blanca","San Antonio","TX","78113","US","Male","","07/17/2019","07/16/2020","Lapsed","Family","65.00","Stripe","07/16/2019","Divorced","Lewis; Evans; Stewart",""
"Niamh","Thomas","Niamh","","(956) 541-9027","","5145 Alamo St","Laredo","TX","78045","US","Female","09/09/1946","01/18/2024","01/17/2025","Expired","Family","65.00","Cash","01/15/2024","Married","Lewis; Jarrett; Griffin; Strickland","Newsletter contributor"
"Dominique","Barnes","Dominique","barnes.d58@gmail.com","(210) 794-9869","","6630 San Pedro Ave","San Antonio","TX","78255","US","Female","03/21/1997","09/18/2020","09/18/2021","Deceased","Organization","100.00","Cash","09/17/2020","Married","Wilson",""
"Lucia","Chen","Lucia","luciachen@aol.com","(210) 226-5372","","20066 Bitters Rd","San Antonio","TX","78287","US","Female","","10/16/2018","10/16/2019","Active","Family","65.00","Credit Card","10/11/2018","Married","Perez; Collins; Bell",""
"Linda","Dixon","Linda","lindadixon@gmail.com","(210) 831-9027","","14993 NW Military Hwy","San Antonio","TX","78277","US","Female","06/13/1953","09/21/2022","09/21/2023","Active","Family","65.00","Credit Card","09/21/2022","Single","Anderson; Richardson; Stricklen; De La Cruz; Fischer","FamilySearch volunteer"
"Greta","Hall","Greta","hall.greta@yahoo.com","(210) 906-9470","","15191 Sunset Ridge","San Antonio","TX","78223","US","Female","12/18/1991","03/15/2021","03/15/2022","Active","Individual","45.00","PayPal","03/12/2021","Divorced","",""
"Niamh","Perry","Niamh","perryn@gmail.com","(210) 944-9383","","5240 Rittiman Rd","San Antonio","TX","78298","US","Female","11/28/1951","12/02/2019","12/01/2020","Active","Student","20.00","PayPal","11/28/2019","Widowed","Parker; Wright","Interested in DNA testing; Former board member; Volunteers at library"
"Lorena","Williams","Lorena","lorena85@yahoo.com","(210) 281-1107","","17936 Ingram Rd","San Antonio","TX","78206","US","Female","06/02/1936","10/10/2022","10/10/2023","Active","Individual","45.00","Check","10/09/2022","Married","Hargrove; Brooks",""
"Yuki","Butler","Yuki","ybutler@aol.com","(210) 269-8001","","2128 Evers Rd","San Antonio","TX","78288","US","Female","07/17/1951","10/24/2016","10/24/2017","Active","Individual","45.00","Stripe","10/23/2016","Married","Drummond; Kelly; Richter; Singh; Coleman; Torres",""
"Theresa","Torres","Theresa","theresatorres@hotmail.com","(713) 201-2936","(281) 320-4396","26201 Park Ave","Houston","TX","77344","US","Female","01/21/1966","05/10/2023","05/09/2024","Active","Individual","45.00","PayPal","05/05/2023","Widowed","Fischer; Ingersoll",""
"Rachel","Hayes","Rachel","rachel.hayes@gmail.com","(512) 359-8546","","17596 Mesa Verde","Austin","TX","78695","US","Female","","09/18/2022","09/18/2023","Active","Individual","45.00","Check","09/13/2022","Widowed","Nelson; Watson","Newspaper archives researcher"
"Christine","Ryan","Chris","christine.ryan@aol.com","(210) 708-4893","","27180 Prue Rd","San Antonio","TX","78122","US","Female","","08/17/2024","08/17/2025","Expired","Family","65.00","Check","08/10/2024","Divorced","O'Sullivan; Kimball","Courthouse records specialist"
"Ronald","Peterson","Ron","rpeterson@hotmail.com","(915) 541-8649","","3379 Hickory St","El Paso","TX","79802","US","Male","04/11/1950","08/22/2021","08/22/2022","Active","Individual","45.00","Check","08/20/2021","Married","Gutierrez; Stricklan; Allen; Morris; Villarreal; Washington; Montoya",""
"Stanislaw","Rice","Stanislaw","rice.s44@gmail.com","(210) 229-8712","","1654 Babcock Rd","San Antonio","TX","78254","US","Male","10/21/1969","05/11/2022","05/11/2023","Expired","Family","65.00","Credit Card","05/10/2022","","Scott; Lee; Barnett",""
"Elzbieta","Medina","Elzbieta","medinae@icloud.com","(210) 532-8426","","2142 Redland Rd # 473","San Antonio","TX","78236","US","Female","03/17/1964","06/18/2023","","Active","Life","500.00","PayPal","06/14/2023","Single","Ashworth; Richardson; Montoya",""
"Dorothy","Meyer","Dottie","dorothymeyer@yahoo.com","(210) 957-8972","","19533 Evans Rd","San Antonio","TX","78256","US","Female","02/20/1994","07/11/2023","","Active","Life","500.00","PayPal","07/11/2023","Married","Quincy; Eastman; Smith; Gonzalez; Cunningham",""
"Irene","Rao","Irene","irao@hotmail.com","(361) 935-6640","","19095 Fredericksburg Rd","Corpus Christi","TX","78316","US","Female","09/02/1937","02/28/2025","02/28/2026","Active","Individual","45.00","Check","02/28/2025","Married","Coleman; Forsythe",""
